row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,POS_TJGIp11_2_Run123.mzML Peak area,POS_TJGIp11_3_Run149.mzML Peak area,POS_TJGI2pt1_EV_gpdA_CTRL_3_Run194.mzML Peak area,POS_TJGI2pt1_EV_gpdA_CTRL_2_Run143.mzML Peak area,POS_TJGIp11_1_Run25.mzML Peak area,POS_TJGI2pt1_EV_gpdA_CTRL_1_Run13.mzML Peak area,Unnamed: 19
110,95.04910651091144,0.40609193,,,,,,,,,,,369448.66,140342.66,229805.03,69181.586,151920.44,1323119.4,
7276,97.99127095503992,10.577638,,,,160.0,,,,,,,8012134.5,8761201.0,8213572.5,8150723.5,5363139.0,4909932.0,
7347,98.51198226855577,10.8896055,,,,,,,,,,,1054160.9,912103.06,176896.31,730408.56,12516862.0,14610938.0,
7388,98.51198300592905,10.993942,,,,,,,,,,,4820749.5,996376.7,257352.28,901874.56,1980884.0,975676.1,
133,98.98414720128514,0.4542593,,,,,,,,,,,358888.9,404012.4,478388.3,462768.22,945039.44,604297.7,
111,99.0440412117892,0.4255241,,,,198.0,,,,,,,2598529.0,1856227.1,954612.5,664165.0,1327177.8,1935217.6,
238,99.04408166761507,1.0447779000000001,,,,,,,,,,,2784190.8,1366947.9,1923112.9,1126086.2,1235251.9,1490168.0,
194,99.04408624987722,0.833131,,,,,,,,,,,329174.53,986505.06,67327.12,639737.06,860283.6,911429.1,
249,99.04408751207359,1.1136355,,,,,,,,,,,136221.52,65697.76,119180.25,76664.08,179196.75,253543.62,
7249,99.51214472429797,10.481067,,,,37.0,,,,,,,2170612.0,2505630.5,2216460.5,2468286.2,2964524.2,2500161.2,
7285,99.53105707084973,10.596364,,,,160.0,,,,,,,3058248.5,2726772.2,5048832.0,3275779.8,3293649.8,3241129.2,
271,100.07568989100058,1.4734515,,,,,,,,,,,891822.56,330078.03,870536.3,103874.13,857510.1,2078955.6,
288,100.07572577952853,1.928491,,,,,,,,,,,734685.0,775321.44,576748.1,480026.66,547131.75,608962.75,
7199,100.11196402802284,10.201307,,,,,,,,,,,263546.72,206096.3,265359.12,354635.1,409177.4,1536176.1,
7126,101.07087752614308,10.147308,,,,,,,,,,,17497364.0,17793402.0,4175937.2,5216768.5,6477463.0,8348984.0,
6857,101.07093137741856,9.398238000000001,,,,,,,,,,,9845588.0,5214220.0,3933268.0,2822903.0,4162775.5,6726398.5,
6141,101.07094871954418,8.463792,,,,,,,,,,,9762906.0,15986140.0,14318638.0,6367637.5,7872777.0,2495262.2,
6303,101.07095546521644,8.564662,,,,,,,,,,,5156805.0,7065375.5,7582719.5,1299393.1,14520314.0,11427087.0,
7274,102.03377246670202,10.575113,,,,160.0,,,,,,,63633636.0,74985230.0,72625790.0,69583464.0,50405748.0,45418084.0,
130,102.05490555965059,0.43255600000000005,,,,,,,,,,,816724.6,1183935.1,244631.11,137616.02,142588.2,86250.32,
144,102.0549395200475,0.49587187,,,,,,,,,,,598319.7,150054.94,91533.99,74339.04,395323.84,86250.32,
170,102.05496576973526,0.6436784000000001,,,,,,,,,,,149757.52,279148.12,43102.117,59592.344000000005,116733.055,24243.156000000003,
172,102.09134840896938,0.7012885,,,,,,,,,,,504129.94,88089.3,61879.58,68413.78,168840.66,122131.59,
10,102.0913571430014,0.28885388,,,,,,,,,,,45653.3,28190.433999999997,61766.996,33206.516,49141.527,24762.662,
310,102.0913769168237,2.1349603999999998,,,,,,,,,,,1078152.5,745377.0,950261.06,638013.6,619702.1,410428.34,
345,102.0913778540272,2.4879973,,,,,,,,,,,3406583.2,1381509.4,5278792.5,4972333.5,2202293.8,8724145.0,
7269,102.5353508451837,10.570882000000001,,,,160.0,,,,,,,5516585.0,6530619.5,6308962.0,5874560.0,4398992.5,3903091.5,
440,103.07535771697648,3.083382,,,,94.0,,,,,,,639441.25,582633.8,2013739.2,1977390.1,521740.38,1985031.4,
476,103.07537023776442,3.2712317000000004,,,,2.0,,,,,,,59549.594000000005,42704.312000000005,348278.88,341012.1,26628.592,243595.92,
7272,104.03012221963631,10.5716505,,,,160.0,,,,,,,1816402.5,1873016.2,1864478.5,1795491.4,576533.7,182343.34,
37,104.10692798021307,0.36240408,,,,198.0,,,,,,,35021570.0,38312464.0,15009112.0,12645378.0,29852298.0,20122320.0,
231,104.10695635356241,1.0206362,,,,,,,,,,,581675.75,209055.48,1383505.8,324723.53,118236.29,94554.82,
279,104.10701394067287,1.6375116000000003,,,,,,,,,,,507913.8,277453.0,666449.5,160550.36,369042.2,174423.78,
1839,105.06980191665835,5.0798364000000005,,,,157.0,,,,,,,474739.62,945454.5,352323.22,907261.0,1192520.8,824594.56,
524,105.06992784693007,3.4522760000000003,,,,58.0,,,,,,,252358.66,219466.7,562311.5,554116.75,182592.58,334054.03,
1237,109.10109315724436,4.739139,,,,16.0,,,,,,,605211.1,702510.44,748056.94,577693.5,792197.9,328968.97,
451,109.10123259367298,3.1381509999999997,,,,,,,,,,,432627.97,420393.78,648579.4,555626.56,565521.4,722184.4,
7243,109.52151146315306,10.460583999999999,,,,,,,,,,,227889.17,368110.25,201259.03,403426.06,1333252.9,1398754.5,
11,110.00862326863415,0.31035787,,,,,,,,,,,0.0,0.0,0.0,0.0,65523.402,248236.72,
7292,110.01992636916924,10.687861,,,,,,,,,,,1019809.25,1213017.2,772832.56,1115296.5,16012110.0,5968969.0,
7237,110.01994654778963,10.455401,,,,,,,,,,,1255683.4,5113796.0,2865058.2,4998742.0,1738069.1,1820984.9,
7316,110.01995645499755,10.778607000000001,,,,,,,,,,,5721928.5,1300342.9,900627.25,1284805.2,5079095.5,19023556.0,
7250,111.02011128443199,10.482322,,,,37.0,,,,,,,19254586.0,20011252.0,19081046.0,19126024.0,23843250.0,21248524.0,
7284,111.03896880574759,10.588639,,,,160.0,,,,,,,5367558.0,7223713.0,4963103.0,6345572.0,4145899.8,3418344.0,
129,111.044045483085,0.45845234,,,,,,,,,,,1903002.4,1450202.9,349505.0,216734.84,756907.75,430200.4,
7247,111.52171832667652,10.473588000000001,,,,37.0,,,,,,,1515020.6,1654681.0,1546162.8,1529854.1,1977682.6,1775072.0,
7248,112.01776433257379,10.475197999999999,,,,36.0,,,,,,,7471598.0,7806375.0,7483856.0,7435302.5,9249458.0,8316292.0,
106,113.0345129750578,0.44823506,,,,,,,,,,,69831.69,171766.88,157526.69,72731.78,144792.0,911465.8,
101,113.059635201242,0.39761007,,,,198.0,,,,,,,1102685.2,745137.75,700746.1,506794.88,195443.95,2193681.5,
252,113.0596846373077,1.2438165,,,,,,,,,,,418732.4,211594.62,3402.3274,0.0,32955.6,9795.033000000001,
234,113.05968833411718,1.0358026,,,,,,,,,,,40434.008,223534.48,0.0,0.0,76550.414,13263.919,
320,113.0596989281608,2.2399423,,,,,,,,,,,824959.9,168756.8,2031160.0,1780983.4,492606.4,2503632.0,
330,113.05970042715296,2.3148365,,,,,,,,,,,1930228.0,1549017.2,563605.2,271264.12,383542.06,93373.53,
5962,113.1323335311408,8.296667999999999,,,,143.0,,,,,,,261293.44,421440.12,123113.53,477782.53,548383.0,587219.4,
7374,113.963586746994,11.008797999999999,,,,,,,,,,,775019.7,677210.0,336759.78,628442.0,7961048.0,9627222.0,
428,114.05499407250078,3.059326,,,,,,,,,,,265308.53,233966.95,378720.88,341927.53,245532.69,372128.5,
337,114.09136062915508,2.399077,,,,,,,,,,,1460003.0,1297411.6,1077517.9,1236144.5,2050550.4,1993567.9,
376,114.09141007973005,2.7238321,,,,88.0,,,,,,,353281.94,212550.62,268298.75,246469.36,288425.7,295603.5,
67,115.0365603377264,0.37580326,,,,198.0,,,,,,,5524012.0,2569037.8,2138151.2,2131712.8,1854272.5,1372461.6,
2581,116.05277110262934,5.600012,,,,145.0,,,,,,,95375.33,7295.4980000000005,411880.4,471737.34,39332.89,466570.78,
322,116.05282025476058,2.2620945,,,,,,,,,,,29567.2,0.0,98870.98,145005.38,0.0,14489.091,
607,116.05283564729795,3.696273,,,,,,,,,,,89289.01,21944.46,943821.56,787424.4,70441.21,1471848.9,
3238,116.070484025341,6.261821299999999,,,,180.0,,,,,,,630706.2,578343.56,394708.66,340197.12,417920.8,266667.4,
183,116.07054962636164,0.74491143,,,,,,,,,,,1566573.6,890717.6,34143.855,77251.875,512870.12,256309.19,
105,116.0705917942438,0.40902805,,,,198.0,,,,,,,2557100.8,1692295.9,1280041.1,931821.6,1628515.6,1555290.1,
114,117.05461767499719,0.40859294,,,,198.0,,,,,,,1761377.0,1132078.8,327477.53,256047.34,181971.7,1617804.8,
470,118.06514103816264,3.2469547000000003,,,,,,,,,,,486609.3,460919.94,386135.6,377962.47,443602.66,314924.12,
61,118.08618526994137,0.3735137,,,,198.0,,,,,,,127672264.0,109111930.0,163689620.0,165135970.0,119628900.0,188654180.0,
174,118.0862187136302,0.7320456,,,,,,,,,,,724529.3,432445.44,336938.28,973709.8,464573.5,625057.3,
262,118.08622178355502,1.2675261,,,,,,,,,,,257726.69,162198.23,331047.03,83319.92,134565.17,137692.02,
226,118.08622206560965,0.95393497,,,,,,,,,,,555777.1,866921.1,2865413.5,526044.5,252816.12,686166.75,
203,118.0862258308095,0.87578624,,,,128.0,,,,,,,3702985.8,4329498.0,1784620.8,4200124.0,5306073.5,6183214.5,
254,118.0862304243977,1.2292067,,,,,,,,,,,747726.56,254307.81,459997.47,1135085.9,134565.17,747006.9,
72,118.12237487154013,0.37723485,,,,198.0,,,,,,,705595.2,686892.6,1318597.5,1062059.0,746477.75,1174897.2,
7136,118.12249431779628,10.178025,,,,,,,,,,,1340362.4,1252476.5,2288782.0,1468948.4,1544826.4,1527149.1,
64,119.08948385076415,0.37352204,,,,198.0,,,,,,,6516861.5,1714406.4,9035944.0,9183696.0,6620228.5,9594591.0,
714,120.04435638445442,4.1094966,,,,,,,,,,,293584.22,292485.8,146104.55,147732.69,290045.0,129969.57,
688,120.04442918764545,4.002608,,,,,,,,,,,157899.5,171332.66,80947.836,124776.38,115935.45,53740.32,
378,120.0444897220235,2.7245934,,,,88.0,,,,,,,3138791.8,2880211.8,4328539.0,4159609.0,1920692.9,2459863.0,
267,120.08076487354937,1.3903929,,,,,,,,,,,2669698.2,2181728.8,838591.44,650202.3,530757.1,40677.36,
448,120.08079101514208,3.121412,,,,,,,,,,,150428.84,123285.42,73173.11,72584.086,88447.92,54362.527,
407,120.08082767643957,2.9740136,,,,,,,,,,,402139.72,295378.56,158335.75,132579.64,242445.14,131713.84,
5957,121.02829811250376,8.295016,,,,143.0,,,,,,,291211.62,446488.4,132236.95,520364.22,565201.6,640632.2,
4,122.01916861229157,0.057195097,,,,,,,,,,,627779.8,247359.42,947090.56,297892.94,161384.69,36586.72,
7268,122.54696106666854,10.5683565,,,,160.0,,,,,,,3339873.2,3686526.2,3647725.0,3430722.2,2749650.5,2501638.8,
150,123.05521006449808,0.5875594,,,,,,,,,,,3892563.0,3936859.2,2875764.2,2514388.0,2356193.0,2769155.2,
28,123.94068550752786,0.35054126,,,,,,,,,,,157717.05,1263190.8,142895.11,100741.234,1141233.1,134542.78,
146,124.03926460399474,0.54269,,,,,,,,,,,1143866.0,1236469.1,1193103.9,1023544.44,857094.25,1197842.4,
1158,125.05958163666978,4.6749735,,,,135.0,,,,,,,159576.25,138359.03,295087.16,316262.2,153798.03,689084.3,
1673,125.09601337418549,5.028544,,,,265.0,77.0,[M-H2O+H]+,,2.0,1673;1677,142.09923999999998,80335.44,60206.22,65422.867,55829.484000000004,182479.94,143934.08,
811,125.09609412257994,4.241957,,,,268.0,,,,,,,1204173.0,1021411.75,736416.94,713548.9,1179469.8,546181.8,
673,125.09613518049463,3.95885,,,,,,,,,,,228172.69,161641.64,137452.1,131826.17,194714.33,136979.19,
523,125.09614431313463,3.452226,,,,58.0,,,,,,,221072.56,286064.72,177306.0,172326.6,265338.3,160574.69,
7283,125.98609480189495,10.584441,,,,160.0,,,,,,,18260174.0,20148830.0,18633936.0,19059398.0,12999781.0,12618687.0,
122,129.05453741104205,0.45860550000000005,,,,198.0,,,,,,,4166227.8,3126147.8,1091276.4,409918.94,2089578.0,1510054.6,
153,130.0498783372637,0.6045773,,,,,,,,,,,2417302.0,2115074.0,1798827.8,598111.75,2187637.8,457844.75,
95,130.0861806563896,0.39389133,,,,198.0,,,,,,,990522.44,222609.22,863038.94,209238.77,467614.84,1241511.2,
169,130.08626635656043,0.6460686999999999,,,,,,,,,,,205571.8,38102.457,110846.42,19197.86,45653.957,292044.06,
353,130.15905099603822,2.5781033,,,,,,,,,,,0.0,891421.8,0.0,0.0,3286774.5,3744633.0,
371,130.1590935456191,2.6315062,,,,,,,,,,,2606843.2,2278545.5,3751335.8,2956908.0,2259046.5,399698.78,
102,131.07021961993564,0.39608195,,,,,,,,,,,1000215.94,401472.25,281793.44,145819.34,226259.92,1917520.5,
261,131.0702796510775,1.2436777,,,,,,,,,,,513707.34,132755.11,0.0,0.0,156135.58,7129.7390000000005,
69,132.1018286224801,0.37649146,,,,198.0,,,,,,,2323720.2,2558801.0,2172792.2,2251360.0,2704086.0,2937153.8,
175,132.10190339532593,0.7369935000000001,,,,,,,,,,,9452802.0,7169750.5,6301070.0,4650389.5,4840869.5,3778701.2,
2276,133.1010363076285,5.3684254000000005,,,,20.0,120.0,[M-2H2O+H]+,,2.0,2276;2267,168.11542,387022.72,353416.8,1120070.0,971426.1,356086.22,966499.8,
4418,133.10107667255537,7.330505400000001,,,,0.0,,,,,,,269778.94,356221.47,195613.45,286279.4,321399.25,542168.3,
678,133.1012141500926,3.9717066,,,,,,,,,,,138407.98,143128.86,335225.1,311622.34,206960.34,284106.2,
108,135.06508504178146,0.3999052,,,,,,,,,,,1489631.4,286371.3,197683.39,87593.73,168070.53,1526312.2,
2613,135.11671750277142,5.620830000000001,,,,,,,,,,,154653.81,187531.75,462396.6,285630.94,288856.0,614894.75,
377,138.05507135140329,2.7245934,,,,88.0,,,,,,,815132.9,716089.8,1130845.6,1080526.8,451586.72,610954.8,
7246,139.98772995862768,10.473201,,,,36.0,,,,,,,6382096.5,6971386.5,6374150.0,6671539.5,8595634.0,8180492.0,
7230,140.0681002190177,10.332403999999999,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,157462.97,
34,140.06814047227894,0.35944748,,,,198.0,1.0,[M+Na]+,,2.0,34;30,117.07888,28420454.0,16175883.0,25088260.0,24247618.0,14136242.0,19264638.0,
270,140.06817340158432,1.5152446000000002,,,,,,,,,,,103295.37,95246.97,298317.75,182402.47,113370.8,72424.31,
193,140.0681780451589,0.80116063,,,,,,,,,,,364481.34,317332.9,1069848.8,506336.34,190164.8,266349.75,
237,140.0681856462835,1.0417701,,,,,,,,,,,250464.84,137343.94,214004.86,376498.06,92511.29,365184.2,
253,140.06818652851572,1.2148683,,,,,,,,,,,178528.22,251909.0,839042.6,335270.44,96699.08,154796.03,
258,140.06820984951574,1.2622844,,,,,,,,,,,563178.1,351120.2,342544.25,894843.6,71200.195,154796.03,
265,140.068211188856,1.3333712,,,,,,,,,,,480116.28,86501.164,211318.47,210768.16,71200.195,73249.48,
277,140.06821261131984,1.6236556999999998,,,,,,,,,,,238719.31,131907.66,290769.16,301194.72,113370.8,242929.62,
343,141.0546315802376,2.453614,,,,,,,,,,,282334.94,409863.53,2038452.1,1788941.6,287011.56,795470.8,
7244,141.9831927930113,10.470936,,,,36.0,,,,,,,2390234.0,2627243.8,2413904.0,2526076.2,3287721.5,3116434.5,
586,142.04138362780915,3.6676397000000005,,,,,,,,,,,115764.26,90777.38,501676.2,456218.0,51965.835999999996,183232.42,
429,142.08631964209968,3.0576537,,,,146.0,,,,,,,439019.66,369553.72,562535.3,509180.75,384962.44,604984.9,
31,142.94802345341262,0.36740159999999994,,,,,,,,,,,700500.4,210952.23,504507.4,161868.88,637354.8,412172.06,
7382,143.03946943693143,11.003885,,,,,,,,,,,0.0,0.0,0.0,0.0,4501036.0,4660285.5,
4685,143.07023124170038,7.5229735,,,,,,,,,,,0.0,0.0,34007.285,73820.54,0.0,453921.16,
3901,143.07026198809172,6.937983,,,,,,,,,,,157462.73,171559.22,248338.44,261644.25,252885.89,524469.3,
96,144.10186276047077,0.3885417,,,,198.0,,,,,,,43076936.0,35308776.0,46412760.0,39615400.0,51838132.0,58152580.0,
202,144.10191440589844,0.8655536,,,,128.0,,,,,,,999581.25,61954.082,428030.22,703451.9,1283238.5,1457696.2,
222,144.10191289503788,0.92029005,,,,,,,,,,,222999.97,36264.54,483569.94,123753.42,78778.98,160604.36,
251,144.10191483403813,1.2259883,,,,,,,,,,,110426.88,27399.916,174134.31,396939.1,148496.23,44721.42,
241,144.10192020860487,1.0808948,,,,,,,,,,,135763.66,95394.56,134785.31,45839.85,191564.62,160604.36,
176,144.1019237118469,0.7008898,,,,,,,,,,,292383.94,107203.47,199609.86,220747.81,293322.2,78079.7,
299,144.1019337927263,2.0058556,,,,,,,,,,,29171.305,18834.183999999997,113513.625,20743.158,136624.7,54683.816,
287,144.10194770930718,1.9061714,,,,,,,,,,,42757.098,26127.96,44869.42,16276.583999999999,16301.792,59471.223,
6505,144.98202056199517,8.771471,,,,,,,,,,,241121.11,280169.7,222977.0,456089.1,647868.75,1044039.0,
7039,144.9820213112259,9.9151,,,,,,,,,,,3430364.5,1472477.1,874462.25,590790.0,7892458.0,2296876.5,
7100,144.98202384583632,10.043307,,,,,,,,,,,1186509.1,1442213.6,640720.4,7408645.5,2474774.5,2171889.8,
7008,144.98203315243862,9.77678,,,,,,,,,,,1164165.6,4219152.0,6072444.5,1576873.2,1282936.4,14977138.0,
6854,144.9820957478633,9.416215,,,,,,,,,,,1065081.5,1613058.0,1132811.4,602596.75,3675351.8,3109496.2,
6754,144.98210891565174,9.1707325,,,,,,,,,,,350539.16,394409.72,592011.9,570379.9,902501.5,751252.3,
6302,144.9821318439837,8.596252999999999,,,,,,,,,,,686107.6,757314.1,1029024.0,1682901.1,1047134.2,1701220.1,
7380,145.035118756161,11.010536,,,,,,,,,,,122992.94,96875.93,44947.905999999995,185832.66,7924221.0,6741027.5,
51,145.04698785845883,0.3683342,,,,198.0,,,,,,,6615373.5,2881088.5,2506009.5,2472836.8,2410782.0,1905855.2,
325,146.06006615557547,2.3441558,,,,,,,,,,,2809174.8,2611357.0,1723027.8,1482783.8,2278349.2,2204377.5,
483,146.06009276420124,3.2754447,,,,2.0,,,,,,,613238.75,489932.0,386974.22,342876.88,400600.0,392434.8,
166,146.0811315059516,0.6533055,,,,70.0,10.0,[M+H]+,,2.0,162;166,145.0738,4113834.2,2930726.2,5790025.0,3963932.5,3636978.2,8944878.0,
328,146.1175478698145,2.3235521,,,,,,,,,,,444634.53,328257.72,227835.97,157340.03,249439.27,124545.61,
304,146.11758604209385,2.0674431,,,,,,,,,,,427665.16,256474.39,330650.62,258922.44,240492.78,390600.94,
7041,146.98017743977258,9.896167,,,,,,,,,,,126114.06,635510.2,388714.16,476923.28,3546782.0,936646.1,
7003,146.98021253363208,9.784678999999999,,,,,,,,,,,471040.78,284296.7,554971.75,241259.75,1089325.5,7351157.0,
6859,146.9802559029198,9.433354,,,,,,,,,,,269341.5,283369.34,480336.1,272527.2,1628629.9,923942.25,
6353,146.9803129035186,8.593477,,,,,,,,,,,198496.89,236552.7,200456.5,405979.97,546944.1,586671.9,
326,147.06330709440118,2.344168,,,,,,,,,,,210588.47,222659.16,133636.81,118178.5,197870.27,160815.56,
123,147.0650905566484,0.4586128,,,,198.0,,,,,,,4264354.0,3457323.2,1280911.0,496391.8,2250384.8,1691853.5,
499,147.0804825347044,3.3564154999999998,,,,,,,,,,,101533.06,238100.45,345680.16,375875.8,208997.23,198937.72,
438,147.10157123537158,3.0845868999999997,,,,94.0,,,,,,,255643.75,228522.25,850057.1,825812.9,203809.69,837494.56,
477,147.10159969103555,3.2711495999999998,,,,2.0,,,,,,,41521.684,29528.252,249738.9,243612.02,10516.767,168259.2,
1327,147.11660380676648,4.78923,,,,52.0,62.0,[M-H2O+NH4]+,,2.0,1327;1291,147.09355,23274.07,39048.35,22873.527000000002,74967.15,73759.59,160417.02,
1844,147.11673287509115,5.1400013,,,,157.0,,,,,,,1686226.2,1350482.5,900500.6,832958.0,1403551.9,606746.8,
858,147.11681335646588,4.3387975999999995,,,,95.0,,,,,,,416570.53,520129.78,233498.03,230374.11,492403.6,219944.88,
89,148.06028905295742,0.38248375,,,,198.0,,,,,,,1189252.5,695078.6,1113707.0,252136.72,920431.6,786764.56,
1218,148.07891628396152,4.7253656,,,,,,,,,,,59435.905999999995,57858.492,495930.2,429348.25,61417.805,289538.2,
65,148.09671248789738,0.37953272,,,,198.0,,,,,,,3193777.0,1860693.0,12933.503,3086.2231,1262907.2,158323.22,
1691,149.02324698404774,5.0436263,,,,157.0,,,,,,,649019.56,649757.2,843131.06,988741.4,759396.2,999771.25,
5958,149.02325004651541,8.2949705,,,,143.0,,,,,,,11061662.0,16958896.0,12160341.0,19085462.0,21474932.0,23703956.0,
1056,149.02327521299185,4.584904,,,,,,,,,,,342232.2,286534.56,227017.42,230548.52,168301.0,198470.08,
3457,149.02329888865856,6.536388400000001,,,,233.0,,,,,,,1907849.0,1865570.8,2359080.8,2616165.5,2510297.8,4100743.0,
4276,149.04478222055326,7.2128515,,,,8.0,,,,,,,3106.9243,0.0,541523.6,861976.94,24783.027000000002,1573456.1,
2678,149.0595916261361,5.707049,,,,,,,,,,,358500.47,167438.7,522638.6,535066.3,507400.47,1433184.6,
617,149.05976518678705,3.7231370000000004,,,,259.0,,,,,,,615018.5,549381.7,519634.47,567265.56,729880.0,873878.2,
112,149.08077904775038,0.39843783,,,,,,,,,,,237444.61,187774.48,201307.84,195064.36,138322.55,1643671.6,
592,150.05705735826123,3.6828067000000004,,,,,,,,,,,112174.37,172147.36,436584.22,435836.7,74112.96,150161.69,
4098,151.07530222656618,7.1061176999999995,,,,15.0,,,,,,,472364.28,593622.06,214526.89,283145.53,1004511.94,416566.88,
158,152.0705958763391,0.62075186,,,,138.0,,,,,,,938987.1,1016818.7,655079.2,549810.06,816032.44,421223.44,
808,153.09100307386532,4.2427673,,,,,,,,,,,383637.12,265031.72,152918.58,173416.53,304621.72,143132.2,
7287,154.00475756448273,10.57892,,,,,,,,,,,503090.88,1116128.6,744242.4,502050.03,287770.88,411150.62,
7312,154.99005929414454,10.774315,,,,,,,,,,,853117.1,770899.94,523831.4,717310.7,8767247.0,10722917.0,
526,155.05978410240695,3.4531307,,,,,,,,,,,303806.2,353592.12,279278.25,291792.44,261361.98,205837.4,
411,155.07031826324499,2.9803238,,,,,,,,,,,208875.95,250555.95,1543103.5,1316972.9,209305.48,620197.94,
30,156.04199950981584,0.35648847,,,,198.0,1.0,[M+K]+,,2.0,34;30,117.07888,3960366.5,4357753.0,3574280.5,3462345.8,3979560.0,2278242.0,
142,156.0420643828783,0.548467,,,,,,,,,,,216955.5,59814.515999999996,414017.22,214840.06,103931.95,48294.246,
7252,156.99046673436408,10.487966,,,,37.0,,,,,,,2487034.5,2537643.8,2444710.0,2667663.8,2858023.5,2822420.8,
331,157.08349282401002,2.3702123,,,,,,,,,,,87385.805,202929.6,3144559.5,2504576.2,124910.78,923798.56,
318,157.08351864906948,2.2110274,,,,168.0,,,,,,,434890.22,627676.2,1089472.5,870005.56,513504.47,974588.06,
140,157.612990802766,0.5189967000000001,,,,,,,,,,,1292892.5,466445.7,3565.5405,0.0,204379.56,0.0,
147,157.62552710374538,0.53921294,,,,,,,,,,,2415426.0,1673455.8,70350.27,20792.387,405349.9,21404.382999999998,
161,158.11754623584332,0.6292626,,,,,,,,,,,339781.62,280447.94,141194.14,44278.68,163334.34,137307.77,
1357,158.1538161611351,4.808186,,,,67.0,,,,,,,1355159.2,1202339.6,2928283.0,2752297.8,1787366.9,2598971.0,
164,158.15392870582556,0.6462732,,,,,,,,,,,423967.12,485822.22,423618.25,376413.5,487469.78,341865.94,
581,158.15402357057397,3.6707566,,,,,,,,,,,272476.94,160236.06,317136.56,243084.06,173568.86,0.0,
624,158.15405322910544,3.7107572999999996,,,,,,,,,,,71370.45,87645.91,43328.117,83910.08,360402.25,339266.47,
7222,158.96395608510224,10.299404,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,164281.23,
578,159.11688798303027,3.6476362,,,,,,,,,,,62874.234000000004,145768.31,420848.94,403252.47,118788.695,175806.83,
595,161.09615007373594,3.6852665,,,,214.0,,,,,,,7451877.0,7952138.5,16291437.0,17309730.0,6266299.5,12557463.0,
594,161.56495054873184,3.6844082,,,,214.0,,,,,,,416616.75,439216.25,1218922.8,1190850.6,260600.08,464539.12,
