row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,2024_NEG_Y-p10_3_Run145.mzML Peak area,2024_NEG_Y-p10_1_Run104.mzML Peak area,2024_NEG_Y-p10_2_Run130.mzML Peak area,2024_NEG_Y-EV_1_CTRL_Run89.mzML Peak area,2024_NEG_Y-EV_2_CTRL_Run118.mzML Peak area,2024_NEG_Y-EV_3_CTRL_Run139.mzML Peak area,
161,370.9898006809264,2.7782595,,,,,,,,,,,425995.9,365366.2,775774.2,612054.4,340991.5,323894.2,
158,373.0055093717249,2.7020226,,,,,,,,,,,1885443.9,1876484.1,1900406.5,1937484.5,1870944.9,1873511.6,
98,377.08533501340617,0.6241403,,,,29,,,,,,,894045.0,780444.2,3979.213,1649218.9,1729380.1,528574.06,
21,377.0853870680458,0.36266732,,,,55,,,,,,,2154214.5,2209675.0,220456.66,4417247.5,4029518.2,4285864.5,
135,378.1338423418565,2.100943,,,,,,,,,,,426132.3,939960.9,250825.8,1795059.2,1754215.5,2076771.2,
455,381.17358667010376,7.9409194,,,,,,,,,,,20538.785,29510.516,29580.34,493932.72,58877.254,60497.83,
141,382.1001862914475,2.219129,,,,,,,,,,,319823.0,678359.94,706918.94,398466.06,451457.47,446013.1,
116,387.11424490829677,0.8479078,,,,,,,,,,,8397017.0,8602715.0,1158491.0,2.3304308E7,2.233192E7,1.3833697E7,
20,387.11425118692114,0.35992733,,,,,,,,,,,4289218.0,4007932.2,844149.9,1.0821309E7,8429544.0,6253991.0,
117,388.1176000951358,0.86960137,,,,,,,,,,,1268535.1,296679.9,0,2872100.8,3276416.2,558707.56,
177,389.15637193446076,2.945794,,,,,,,,,,,649374.2,765525.8,916262.5,591402.8,636973.7,1668351.4,
37,390.0359215141923,0.38526598,,,,7,,,,,,,899353.0,846099.3,878836.0,756578.3,796781.9,564635.1,
66,390.03592886802966,0.50794435,,,,51,,,,,,,1537915.6,1770981.0,1772195.6,1556044.0,1433435.2,1280425.8,
68,391.03220626442663,0.51048976,,,,51,,,,,,,6156345.0,6678696.5,7073635.5,6918032.0,7304544.0,5160618.5,
47,391.0322207158635,0.38706258,,,,7,,,,,,,3543727.8,3504907.0,3533751.5,3009436.8,3230783.8,2363972.0,
188,397.0055135451997,3.1284907,,,,5,,,,,,,290487.4,294180.28,281258.25,288246.78,298091.1,278670.6,
404,401.08620632630175,7.3289633,,,,,,,,,,,21373.08,291383.16,0,104558.57,260244.34,15270.518,
195,403.172000418899,3.2714608,,,,,,,,,,,2796721.0,3385651.5,4346399.0,2711957.8,2815448.2,6745427.0,
209,403.172026611621,3.5427399,,,,,,,,,,,23352.049,33174.445,72577.1,6695.3677,23232.672,137740.3,
233,404.04436167929254,4.5566735,,,,37,,,,,,,447017.78,468300.03,486186.44,441468.97,450982.16,397570.47,
122,404.104360485211,0.9166084,,,,,,,,,,,227345.5,160755.64,5857.7373,4615992.5,4245112.5,702394.7,
55,404.10443435553196,0.37496635,,,,,,,,,,,42211.938,42628.105,3422.48,265042.25,365182.34,50706.37,
211,405.01066994352067,3.5992603,,,,13,,,,,,,1.8559228E7,1.8421976E7,1.8342016E7,1.8992736E7,1.9084708E7,1.6496108E7,
29,405.0284912403588,0.38438955,,,,7,,,,,,,8015205.5,7063784.5,9162425.0,5527150.5,5313283.0,8688384.0,
80,405.02850117751944,0.52738607,,,,6,,,,,,,3.073001E7,3.656597E7,3.631409E7,3.1381754E7,3.2696306E7,5.0021836E7,
214,406.0137591565346,3.601991,,,,,,,,,,,3408981.8,3355958.8,3364453.0,3849010.0,3454241.5,3167832.8,
212,407.00442432050704,3.5992603,,,,13,,,,,,,1208046.9,1197433.1,1252177.4,1281045.5,1295570.2,1165651.9,
157,407.1206223494887,2.5975869,,,,,,,,,,,805715.3,819826.0,224387.78,1015384.1,1109963.1,1189438.8,
513,411.3841271104491,9.375615,,,,,,,,,,,744954.6,415158.75,353768.44,905600.5,1134214.9,698695.9,
210,417.18766389445204,3.5502806,,,,,,,,,,,679395.0,809776.94,1068771.6,649944.56,610076.2,1654156.2,
219,419.0262890218556,4.1468377,,,,,,,,,,,288185.47,305788.34,300908.47,300497.2,280903.5,293252.8,
51,421.00253365490016,0.40483865,,,,,,,,,,,102408.86,165644.44,326881.0,22889.229,130005.19,116155.48,
76,421.0027375970556,0.5236187,,,,6,,,,,,,837878.6,559480.25,1042486.1,519550.7,431195.56,1268647.9,
216,421.00555952062035,3.8370202,,,,,,,,,,,604044.4,428232.12,498636.7,470162.9,432973.6,526468.06,
199,421.0055743673845,3.395421,,,,52,,,,,,,2999672.2,3191890.0,2919788.0,3074538.5,2818251.0,2790453.5,
196,421.0055801643478,3.2950456,,,,,,,,,,,81810.12,87505.83,66002.43,83364.69,70822.27,69917.45,
380,421.22642057572887,7.1414347,,,,,,,,,,,0,0,0,1359465.2,0,0,
354,421.2264277009921,6.899808,,,,,,,,,,,1496144.6,1479734.4,1486048.9,0,1359082.9,1422667.0,
228,422.97678482128816,4.519085,,,,,,,,,,,729775.44,760640.25,709861.8,769498.75,752181.2,732330.94,
246,426.967775449847,4.917517,,,,38,,,,,,,8157663.5,8206915.0,8863263.0,8612498.0,1.2882144E7,9713083.0,
65,427.0104057433718,0.4324131,,,,,,,,,,,840877.25,321699.1,2211681.2,1145148.4,1153299.4,2262944.0,
113,439.08586690525107,0.7690411,,,,,,,,,,,68431.555,229751.0,4950.275,151511.95,43431.49,31440.383,
104,439.08599821096493,0.6504849,,,,,,,,,,,36787.64,144647.72,0,638307.2,782826.3,97451.586,
26,439.0868858760432,0.37903377,,,,,,,,,,,1112472.5,1152726.5,118033.22,2416516.2,2380624.5,1039640.7,
402,447.09183237259145,7.329989,,,,,,,,,,,206183.19,2018812.4,75438.484,774130.8,1824385.2,166565.94,
270,450.2625036462004,5.846071,,,,,,,,,,,1422654.1,1295999.4,3265785.8,1762260.1,1478695.0,1120471.4,
264,450.2625055558971,5.7413673,,,,,,,,,,,976665.0,1025432.94,1525477.2,1683228.9,1443856.4,1159980.8,
281,452.27814895171036,6.122356,,,,,,,,,,,45969.742,49588.594,90580.49,90030.08,73919.84,49219.535,
288,452.27816382097467,6.235372,,,,,,,,,,,1073985.0,1257319.5,1843832.8,1604940.4,1446845.4,1132612.8,
307,478.2938754574627,6.4046416,,,,,,,,,,,603968.1,615258.0,852697.06,1022420.94,850315.56,539887.3,
296,478.29390320043626,6.302206,,,,14,,,,,,,1309707.8,1418149.9,1260868.8,2730147.0,2066201.2,1756986.8,
247,481.04210145956137,4.920446,,,,15,,,,,,,4442705.0,4784339.0,4557226.0,4716066.0,4431022.5,5408636.0,
325,485.06872669234076,6.646237,,,,,,,,,,,64081.695,294930.3,28417.764,242018.06,1104102.2,65853.0,
447,485.068755251754,7.876509,,,,20,,,,,,,599897.94,1220730.4,244855.25,776480.56,1228509.4,555348.1,
23,488.1617975194667,0.3691951,,,,,,,,,,,94945.64,81241.64,4641.7036,392892.4,561937.8,148238.77,
484,489.2774068296692,8.461078,,,,,,,,,,,0,0,194968.16,0,0,459246.28,
488,489.2774588866401,8.6482115,,,,,,,,,,,250680.05,88591.28,91499.83,193800.17,260265.17,313777.22,
262,494.2524437127363,5.6977572,,,,,,,,,,,73957.164,83706.336,116089.92,156322.77,144326.42,96169.38,
268,494.2524456783628,5.826351,,,,,,,,,,,229998.88,262768.1,439472.06,237967.02,255135.53,179662.44,
290,496.2681282541709,6.264952,,,,,,,,,,,616869.8,744543.2,1657088.4,1316831.6,1195454.2,756255.0,
222,497.03707396263667,4.4067693,,,,,,,,,,,843603.06,855342.3,852333.1,886725.5,852719.5,830051.6,
234,497.03709876076647,4.6687684,,,,,,,,,,,1553483.4,1554100.8,1462336.2,1529486.2,1528771.4,1537139.2,
49,503.0063672044617,0.41404116,,,,,,,,,,,507184.3,87365.53,623862.9,87445.64,42821.58,249280.8,
71,503.0063959615072,0.5214295,,,,,,,,,,,553263.4,1512263.6,1225575.0,351470.62,274101.5,452843.66,
446,513.0636531549839,7.877626,,,,,,,,,,,185100.88,375022.56,76177.31,233326.53,390487.47,174052.64,
299,522.2838363369108,6.3207073,,,,,,,,,,,351720.47,457128.1,578390.44,919418.4,763793.9,490750.5,
313,522.2838604224361,6.4661407,,,,,,,,,,,32034.506,57813.06,137025.67,114812.22,90225.13,46831.914,
57,524.9882363351375,0.41280898,,,,,,,,,,,1626419.9,1672673.8,2474381.5,1864426.6,223034.7,3095731.0,
69,524.9882635305129,0.4742695,,,,,,,,,,,839474.4,1079983.0,685997.56,295171.16,1950762.9,777395.7,
31,533.1361759845605,0.38347223,,,,7,,,,,,,1612528.0,1215504.5,223753.39,2603491.2,2435220.0,1915419.0,
272,538.3152033455234,5.892409,,,,,,,,,,,1280456.5,1209782.5,1859955.1,2262575.5,1940860.0,1254277.1,
265,538.3152102359439,5.78855,,,,,,,,,,,1258225.8,1293688.1,1349518.4,2747602.5,2403146.8,1591195.5,
294,540.3308589322362,6.2983193,,,,14,,,,,,,1158572.1,1593512.2,2063819.6,2327327.8,1925540.4,1438008.6,
285,540.3308619907817,6.1847615,,,,,,,,,,,72473.14,128894.195,105700.66,302719.3,239334.4,136489.69,
248,544.0379422501665,4.920446,,,,15,,,,,,,1763171.2,1863330.4,1758249.6,1927776.9,1844131.1,2129204.2,
512,544.4160701938179,9.298353,,,,,,,,,,,11232.512,5843.591,0,30645.332,34050.973,21854.69,
511,544.4160993772188,9.133549,,,,,,,,,,,634983.25,704819.2,198676.42,1027976.94,1218720.8,909649.75,
324,548.064570202346,6.640172,,,,,,,,,,,26875.766,94870.64,0,172924.17,536029.06,0,
25,555.118026055169,0.36865106,,,,,,,,,,,887545.7,189658.64,59837.54,1384845.5,1325351.0,270983.03,
99,555.1180800567532,0.6646808,,,,,,,,,,,512598.62,93384.54,5581.162,1092647.2,774186.3,963666.75,
275,555.3053015209018,5.877928,,,,,,,,,,,237034.03,228057.84,334105.2,429407.53,356028.28,177070.75,
266,555.3053070303549,5.789913,,,,,,,,,,,247925.0,250641.89,262121.9,548359.25,456981.25,299621.47,
445,557.108380044974,7.876509,,,,20,,,,,,,308760.66,610661.3,122850.61,370389.78,611533.9,282995.03,
286,557.3209440436538,6.180033,,,,,,,,,,,0,11280.348,11356.861,43890.645,44186.14,11460.731,
297,557.3209713658619,6.3007812,,,,,,,,,,,200024.84,259360.72,318341.38,399340.1,328969.88,245813.8,
208,560.99906402451,3.5185344,,,,24,,,,,,,3498216.2,3885702.0,3786017.0,3583817.2,3651039.8,3427484.0,
269,562.0039050869492,5.8268776,,,,,,,,,,,59099.52,48672.13,39924.547,68394.65,57438.547,51688.758,
311,566.3465324092084,6.465758,,,,12,,,,,,,693619.9,880444.4,1347803.2,1657019.2,1425127.4,734856.4,
303,566.3465569677172,6.3621902,,,,27,,,,,,,1698674.9,2301715.5,2820671.2,4988551.0,4053222.0,2509659.0,
350,568.3621700858345,6.9140735,,,,19,,,,,,,428298.56,565171.9,766397.06,1035367.9,830028.5,576461.9,
338,568.3622133264349,6.7930083,,,,,,,,,,,0,10388.913,26916.818,74914.25,53738.906,23529.664,
276,569.2733462179,5.8582435,,,,,,,,,,,287527.34,216111.16,89072.58,408909.06,390778.53,4567.683,
267,569.2733852560709,5.809401,,,,,,,,,,,290257.12,282969.6,614154.75,640074.7,423179.66,282660.5,
261,569.273411798377,5.694055,,,,,,,,,,,307264.12,339140.2,324060.16,318845.44,599113.3,436429.12,
282,571.2889359482525,6.1516128,,,,,,,,,,,43298.926,63162.824,63581.445,12149.491,114593.5,78958.53,
309,571.2889414090496,6.4042177,,,,,,,,,,,0,19655.053,14833.394,4426674.5,61535.348,27328.402,
293,571.2890591354168,6.294127,,,,,,,,,,,2146413.2,2414046.0,2748404.5,97504.51,3461764.5,2388800.5,
315,573.1293485624069,6.4970984,,,,46,,,,,,,361442.8,425298.47,525739.8,337159.75,442889.1,732384.9,
327,573.1293509048893,6.6710677,,,,32,,,,,,,347293.62,670504.75,450906.44,435765.84,369878.94,580677.2,
207,582.980985177192,3.5173829,,,,24,,,,,,,698389.8,674470.44,681436.56,692068.7,695000.56,639792.8,
302,583.336680212123,6.36088,,,,27,,,,,,,306902.8,381223.75,456328.34,830090.44,659075.25,397502.34,
312,583.3366885164978,6.466841,,,,12,,,,,,,113721.27,140118.94,216738.89,298116.0,241249.17,121198.9,
336,590.119554397398,6.7288013,,,,,,,,,,,305745.28,264820.8,247477.73,383900.94,367029.03,281122.06,
329,590.119573093626,6.677529,,,,32,,,,,,,560573.0,224754.4,205080.08,331207.16,334874.88,255441.6,
314,590.1195873064058,6.4970984,,,,46,,,,,,,585360.9,559831.8,540497.94,753082.44,762551.94,693075.3,
319,597.3047848148375,6.5509534,,,,,,,,,,,176568.72,201186.19,266349.94,1637929.2,337744.28,198071.75,
333,597.3047885128329,6.7193246,,,,,,,,,,,0,0,0,386943.9,0,0,
305,597.3047939962847,6.3721027,,,,,,,,,,,571879.44,609789.75,381343.8,39150.008,1433355.4,880595.7,
396,599.3204719827922,7.27266,,,,,,,,,,,1224443.6,1334997.2,1024301.6,19149.56,2077303.2,14425.379,
384,599.3204834182759,7.222192,,,,,,,,,,,0,804793.8,1098762.6,8711.318,0,1156092.4,
425,599.3204853705582,7.593193,,,,,,,,,,,0,0,0,2331344.0,0,0,
220,603.0099613622709,4.1468377,,,,,,,,,,,329804.2,324902.88,325206.34,318339.25,303079.34,306254.62,
448,603.1140665656827,7.876695,,,,20,,,,,,,242854.19,488134.22,101196.07,315187.5,522505.2,216238.0,
109,611.1448929304488,0.7161932,,,,,,,,,,,1161198.1,1349406.8,1215004.5,1424585.5,1493171.5,210296.83,
509,616.515988165021,9.046861,,,,,,,,,,,254813.89,307901.62,241075.22,146112.3,155445.28,236077.53,
32,619.0378283877664,0.4018177,,,,7,,,,,,,1479706.6,1042529.75,1666335.5,375655.06,352712.34,1431189.2,
78,619.0378543160949,0.52615446,,,,6,,,,,,,6342481.5,5595255.0,6396002.0,4095811.8,4421830.0,8666956.0,
538,632.429880397199,10.371167,,,,,,,,,,,287996.8,203494.7,1916008.1,129954.58,146540.33,113179.336,
236,637.0305138763468,4.740122,,,,4,,,,,,,5370636.0,5943453.0,5198232.5,5148720.0,5728408.5,6099299.0,
362,637.1418796266196,7.025814,,,,18,,,,,,,440490.16,554294.06,633523.4,220112.39,418421.94,837551.7,
344,637.1419116152296,6.834656,,,,34,,,,,,,1232250.4,1517288.5,1932438.6,816552.75,1275770.4,2528052.0,
323,637.1419229084386,6.615474,,,,,,,,,,,421075.94,516964.9,629351.9,373913.62,515442.1,932459.44,
253,653.0253808690004,4.9894047,,,,,,,,,,,82744.016,77881.38,83070.27,71990.29,73287.63,87954.414,
230,653.0254782644088,4.535629,,,,28,,,,,,,804840.2,785425.06,772209.44,738599.8,787854.06,881052.6,
53,653.0948133246221,0.39287734,,,,,,,,,,,827169.56,770395.06,43809.926,1304832.6,1107030.8,242727.25,
322,654.1321045137576,6.6141987,,,,,,,,,,,647328.9,571028.75,519536.53,803863.5,856471.9,694922.5,
360,654.1321110244265,7.012813,,,,18,,,,,,,468091.44,396162.5,332765.2,590259.25,587802.8,395267.7,
339,654.1321218303734,6.798614,,,,34,,,,,,,1721157.1,1517512.1,1302624.5,2279394.8,2184351.2,1648955.5,
284,656.1113786069897,6.1388073,,,,,,,,,,,464415.66,480550.9,364941.25,537645.1,337164.56,606303.2,
316,658.4457383431188,6.547714,,,,,,,,,,,208576.5,33301.17,7993031.5,0,5297.0547,4827.0254,
464,660.4612501013291,8.143266,,,,,,,,,,,659583.1,526364.4,1914313.1,945541.7,519551.62,543978.25,
392,684.4612913593116,7.259373,,,,,,,,,,,0,0,2342327.0,0,0,0,
508,686.4768179311372,9.024451,,,,3,,,,,,,86273.56,60216.543,166540.23,203047.94,139345.5,58732.035,
469,686.4768474151851,8.270719,,,,,,,,,,,5636757.5,5681023.5,9486488.0,6603793.0,6302232.0,5540009.0,
533,686.4768558291754,10.2723055,,,,,,,,,,,1709503.0,1210575.5,2015237.5,6916424.0,1770916.9,1378323.1,
304,696.1425527522525,6.402401,,,,,,,,,,,111674.82,150679.0,105286.43,262528.25,177264.5,193064.08,
318,696.1425666056492,6.5227714,,,,,,,,,,,473900.12,308708.3,413184.66,747734.6,818027.2,746774.9,
398,701.1543423444981,7.3171973,,,,,,,,,,,167305.88,158554.34,180204.75,48831.75,118897.45,239925.19,
369,701.154396387867,7.079632,,,,0,,,,,,,963611.94,1173215.0,1391079.2,443865.78,830867.44,1826127.5,
331,701.1543981142999,6.7117977,,,,22,,,,,,,274266.62,375680.84,485208.88,220384.11,345496.44,730440.6,
349,701.1544158013661,6.909681,,,,19,,,,,,,1297106.6,1710597.5,2208078.0,736709.6,1380501.6,2782409.2,
377,716.523843480446,7.159455,,,,,,,,,,,0,1397645.4,1.8583242E7,0,0,1.5762962E7,
401,716.523861860395,7.2969303,,,,,,,,,,,0,6980555.5,3101477.2,0,0,1367164.8,
376,717.5272213970642,7.138123,,,,,,,,,,,0,329925.84,8228101.5,0,0,6914794.0,
332,718.144518904944,6.714809,,,,22,,,,,,,485228.34,426706.56,387835.16,680527.8,643900.6,452922.44,
370,718.1445354833394,7.079632,,,,0,,,,,,,1033302.1,826751.2,702549.0,1314355.8,1300669.9,837015.4,
351,718.1445517509915,6.9153132,,,,19,,,,,,,1766709.5,1457361.9,1255562.2,2563472.8,2403511.5,1640605.9,
310,720.1237792142184,6.4566154,,,,,,,,,,,254563.44,227311.86,220918.89,324234.38,324907.66,291711.28,
292,720.123797944666,6.281956,,,,,,,,,,,431553.56,426963.5,406906.62,572064.0,574251.0,566434.44,
280,720.1238382215034,6.0813136,,,,,,,,,,,110728.32,114473.74,120936.234,127696.22,159711.03,166335.4,
432,720.4823919177682,7.66875,,,,,,,,,,,1395162.8,1145681.2,3870688.2,0,589869.7,806439.25,
435,732.4823535007199,7.7186775,,,,,,,,,,,0,199530.25,2137862.2,0,0,208869.98,
541,732.4823990087442,10.368426,,,,,,,,,,,0,472604.94,2341699.2,0,0,573051.75,
449,746.4981218270592,7.9739404,,,,,,,,,,,145925.6,110034.414,3022470.8,0,18621.646,152147.39,
43,747.144850988937,0.38800478,,,,7,,,,,,,454111.75,318065.06,41204.41,387885.06,436855.6,531861.56,
72,747.1451464607363,0.5189786,,,,,,,,,,,125681.984,458447.12,16415.488,391496.3,666939.1,993883.8,
476,749.47244374953,8.381791,,,,,,,,,,,948853.5,552425.2,1089042.0,2876658.5,1986049.9,496903.16,
466,753.4557919488464,8.16945,,,,,,,,,,,0,209071.77,112861.31,0,0,0,
528,753.4560712114237,10.253838,,,,,,,,,,,0,1965193.8,287180.72,0,0,0,
534,754.4631906404198,10.277693,,,,,,,,,,,208371.6,782287.25,165309.61,966270.0,277298.9,66188.42,
467,754.4637308162511,8.243121,,,,,,,,,,,70097.52,245554.66,131241.14,198487.38,77365.33,34776.16,
537,758.4979355435584,10.322152,,,,,,,,,,,0,133548.4,619697.1,0,0,815347.06,
434,758.497963247196,7.7099247,,,,,,,,,,,0,0,0,0,0,3241736.2,
542,760.5131654963508,10.443865,,,,,,,,,,,1317572.1,2635270.8,322764.12,0,1544486.2,1006365.7,
427,760.5134557872457,7.545275,,,,,,,,,,,806185.06,694675.0,23171.807,0,7524608.5,440994.97,
367,760.5135917363299,7.0645895,,,,,,,,,,,1.103644E7,935075.56,351492.9,0,1432075.6,458073.56,
408,765.1667651683238,7.3724403,,,,11,,,,,,,333497.38,312844.1,352549.06,64474.285,307430.72,486144.97,
378,765.1668259436248,7.140549,,,,21,,,,,,,1136190.2,1374414.4,1594344.0,444783.8,883390.06,2202159.0,
358,765.166837869872,6.98645,,,,42,,,,,,,966142.06,1268098.4,1571401.9,538004.0,1086831.0,2039658.6,
342,765.166868939587,6.8081336,,,,43,,,,,,,194292.14,236656.67,348059.72,125168.98,207725.62,429157.72,
372,776.5449616729492,7.0409427,,,,,,,,,,,0,1.264786E7,2739569.0,0,0,872888.25,
334,776.5449732202418,6.765763,,,,,,,,,,,0,2462340.8,1.4939539E7,0,0,128504.38,
540,776.5449839251886,10.42703,,,,,,,,,,,0,333760.47,6314046.0,0,0,5069826.0,
42,781.2016693712395,0.38251334,,,,,,,,,,,261573.22,192609.16,0,904814.1,851554.75,112228.41,
340,782.1569241201532,6.8016315,,,,43,,,,,,,329602.5,293569.72,216717.23,515145.4,448070.1,300458.72,
407,782.1569499785037,7.362516,,,,11,,,,,,,144308.08,127891.67,110360.96,226794.06,239391.53,145436.16,
379,782.1569856649877,7.140549,,,,21,,,,,,,1108887.2,979028.6,811704.6,1620650.6,1682981.0,1013296.6,
359,782.1569875680389,6.9860396,,,,42,,,,,,,1429321.4,1188157.2,1162307.2,2064156.5,1913381.1,1305847.5,
320,784.1361834928712,6.566566,,,,,,,,,,,271837.84,260533.2,252647.7,352306.38,352835.53,283996.62,
287,784.1361910967411,6.215515,,,,,,,,,,,75630.86,86760.45,78268.1,130373.875,115571.49,131785.25,
306,784.1362174489722,6.403391,,,,,,,,,,,384627.16,374307.88,362037.9,518171.47,496557.3,464782.28,
226,793.0186128508099,4.4319406,,,,26,,,,,,,1021827.25,965423.25,937432.7,865492.7,947821.25,1099741.0,
373,802.5605547556332,7.148728,,,,,,,,,,,0,553248.9,3211855.5,0,0,2.2262098E7,
406,802.5606202076984,7.355049,,,,,,,,,,,0,1679831.4,1.7837792E7,0,0,1656036.6,
424,802.5606218910824,7.525577,,,,,,,,,,,0,6357956.0,3812351.5,0,0,3242988.8,
458,804.5744474270698,8.010524,,,,,,,,,,,3931870.5,6601046.0,12875.199,0,3029611.0,950687.7,
426,804.5753831446123,7.602682,,,,,,,,,,,2.59013E7,1523512.6,0,0,2538000.2,1058667.9,
527,805.4875391282909,10.255824,,,,,,,,,,,0,315687.25,1966227.9,0,0,343018.16,
421,805.4883484156124,7.494133,,,,,,,,,,,0,124030.836,1425738.8,0,0,40479.562,
530,807.5012859120322,10.259942,,,,,,,,,,,35586.29,123819.76,163028.14,0,49545.562,3862098.2,
213,811.0291595595967,3.5992606,,,,13,,,,,,,313141.38,337374.6,318953.3,319416.56,336302.72,282409.06,
412,829.1792790635468,7.405329,,,,,,,,,,,442658.47,420052.3,492518.6,260535.6,404351.8,626604.94,
386,829.1792833851732,7.1941032,,,,1,,,,,,,1091890.2,1331094.2,1531997.1,406564.38,909618.75,1997162.9,
365,829.1793127264787,7.0500603,,,,40,,,,,,,692373.94,926873.9,1127237.1,347284.75,715131.2,1638869.2,
346,829.1796376085586,6.894398,,,,49,,,,,,,124927.48,188322.22,245472.27,82584.17,135556.56,310842.78,
410,830.5918992415078,7.37321,,,,,,,,,,,4993312.0,52849.367,0,0,274114.7,105706.26,
86,833.0464092065612,0.5218882,,,,,,,,,,,274368.9,648071.2,1369389.2,160152.6,261991.72,1712211.8,
48,833.0464592946191,0.41673186,,,,,,,,,,,101988.195,133090.8,322180.56,31666.33,55908.188,276624.9,
531,833.5189778868081,10.25913,,,,,,,,,,,10573.645,148248.16,0,0,73217.055,1453205.1,
462,833.5192968845395,8.122588,,,,,,,,,,,0,13936.463,0,0,0,208797.98,
529,835.5345577709246,10.257393,,,,41,,,,,,,7691126.0,4646557.5,5043029.5,0,5299835.0,5535818.5,
385,846.1693064346958,7.192742,,,,1,,,,,,,962254.44,829022.9,699760.7,1438480.9,1516737.6,895763.6,
366,846.1693215353565,7.048432,,,,40,,,,,,,1003848.9,855432.2,776821.25,1460922.4,1458623.5,911850.56,
411,846.1693677591497,7.398149,,,,,,,,,,,191624.44,176772.19,147103.7,255463.03,271714.7,259695.1,
347,846.169385313036,6.896051,,,,,,,,,,,202198.06,156308.92,131656.98,335415.7,279943.4,193672.34,
532,863.56549566332,10.262708,,,,41,,,,,,,1265114.4,2304815.8,394697.22,0,2464543.0,487551.6,
393,893.1917134331616,7.265316,,,,50,,,,,,,905836.9,1051277.5,1264690.9,354495.12,804185.25,1686354.0,
413,893.191714517841,7.424826,,,,,,,,,,,527653.75,510689.8,515129.8,432675.56,557522.1,662909.8,
374,893.1917508128399,7.1031265,,,,0,,,,,,,485235.5,657723.25,789204.44,222991.58,471607.62,1146312.0,
357,893.1923796208335,6.969822,,,,54,,,,,,,64879.996,97682.51,130407.76,12637.223,75728.35,160695.7,
245,909.0177364312607,4.922636,,,,,,,,,,,320046.56,458603.0,381777.0,177093.1,647804.7,295000.0,
391,910.181910153159,7.243584,,,,50,,,,,,,716682.56,686613.9,602355.3,1147151.9,1191039.4,774061.44,
414,910.1819239873603,7.4258647,,,,,,,,,,,136322.06,142595.23,137936.38,224523.94,200629.47,261815.9,
375,910.1819626683955,7.104981,,,,0,,,,,,,673100.75,546015.8,540746.94,981420.25,982499.3,600235.9,
356,910.1820932768204,6.966933,,,,54,,,,,,,113813.72,112197.67,92750.055,210434.3,189128.56,148446.69,
395,957.2039894045678,7.2900662,,,,,,,,,,,765347.56,788187.4,982093.56,287269.44,691311.4,1328739.5,
418,957.2040037595062,7.4609413,,,,,,,,,,,538064.94,518454.84,539653.94,445433.6,550130.6,680608.25,
383,957.2040969126083,7.1538033,,,,21,,,,,,,301294.66,430347.88,524337.4,109972.35,293350.38,702193.1,
416,974.1941178061021,7.442665,,,,,,,,,,,61024.582,109744.47,115871.95,179840.84,144822.64,222262.38,
364,974.1941291287407,7.026757,,,,,,,,,,,80127.73,48681.285,53634.254,125534.78,163389.36,48932.484,
394,974.1941361201708,7.2882886,,,,,,,,,,,531293.8,512371.0,256952.31,833985.3,868026.25,586151.25,
382,974.1941677162786,7.149814,,,,,,,,,,,473902.9,383961.47,374729.47,627665.0,812012.5,431277.22,
419,1021.2164088482463,7.4691734,,,,,,,,,,,466841.6,466610.38,434007.2,316624.38,478672.38,562603.7,
400,1021.2164398147238,7.32809,,,,,,,,,,,552625.94,599822.9,716705.4,176408.14,442072.97,983171.94,
430,1021.2164861024736,7.6407905,,,,,,,,,,,66514.84,61825.223,73106.234,0,53874.664,92325.38,
388,1021.2165751046283,7.1930137,,,,,,,,,,,199843.14,274343.75,317087.72,48366.273,173014.38,526584.06,
420,1038.2064584869177,7.4869027,,,,,,,,,,,117596.234,112260.46,113220.695,162543.33,152872.3,174765.0,
405,1038.206566645727,7.341173,,,,,,,,,,,341295.16,354112.66,326536.7,543008.25,598302.0,237487.61,
387,1038.2065820077871,7.199266,,,,,,,,,,,275484.38,277988.16,203005.47,384533.6,463423.8,270557.0,
371,1038.2066801220572,7.082165,,,,,,,,,,,46044.473,34539.543,13025.637,62863.637,66401.875,53177.4,
390,1085.2287815397183,7.2395473,,,,,,,,,,,131174.88,149846.98,203024.73,14209.097,88616.125,345369.4,
