row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,NEG_D5-227-C3-a_Run275.mzML Peak area,NEG_D5-227-C3-c_Run281.mzML Peak area,NEG_D5-227-C3-b_Run278.mzML Peak area,Yeast_HE_D5-Ctrl_b_neg_20190515_Run40.mzML Peak area,Yeast_HE_D5-Ctrl_a_neg_20190515_Run37.mzML Peak area,Yeast_HE_D5-Ctrl_c_neg_20190515_Run43.mzML Peak area,
115,494.9549550324895,5.0955253,,,,,,,,,,,217486.03,438766.2,384246.03,0,0,0,
655,495.2568392687919,8.968633,,,,4,,,,,,,2629720.0,3292171.5,2828583.8,0,0,0,
696,495.3143192608115,10.01578,,,,47,,,,,,,1171301.9,1433664.1,1177229.6,0,0,0,
697,496.31690929567094,10.01578,,,,47,,,,,,,421658.16,534367.5,427188.16,0,0,0,
341,501.3756984359947,7.693373,,,,,,,,,,,0,0,0,396286.84,156947.27,331307.38,
641,511.2514066248546,8.966888,,,,,,,,,,,153620.52,261827.08,196759.27,0,0,0,
159,517.2517518065752,5.8064632,,,,,,,,,,,0,0,0,740317.6,538624.25,575078.3,
251,517.3707715809243,7.100826,,,,,,,,,,,0,0,0,526698.3,284214.75,470688.94,
734,520.9096486646724,10.235618,,,,32,,,,,,,932749.6,894376.4,891463.75,0,0,0,
635,523.3454540057752,8.961667,,,,4,,,,,,,460135.22,898028.1,342656.9,0,0,0,
198,532.2584329986674,6.1633296,,,,40,,,,,,,0,0,0,405210.72,607117.8,584279.44,
179,532.2585436549965,6.0697036,,,,,,,,,,,0,0,0,339406.1,517858.97,506841.6,
149,535.2087518594177,5.675162,,,,23,,,,,,,0,0,0,869413.3,541581.44,919714.56,
690,537.3945416316802,9.792008,,,,,,,,,,,0,0,0,347149.06,400313.9,513985.62,
342,545.4019988972664,7.6873593,,,,,,,,,,,0,0,0,310210.44,117346.766,267886.2,
576,546.4303041562645,8.706692,,,,,,,,,,,0,0,0,3230274.2,2547870.2,2132130.0,
328,557.2811631256553,7.5483365,,,,45,,,,,,,0,0,0,395436.16,396491.6,506449.12,
359,557.2811796480471,7.754172,,,,21,,,,,,,0,0,0,558752.3,601270.94,676706.5,
75,561.2514435068175,3.9994957,,,,,,,,,,,0,0,0,131366.05,252184.88,417414.56,
250,561.3969075903484,7.0983253,,,,,,,,,,,0,0,0,500088.03,262653.78,461249.0,
555,562.4250970434374,8.597819,,,,,,,,,,,0,0,0,306745.84,238766.05,392646.94,
177,563.2381371360522,6.0069594,,,,,,,,,,,0,0,0,374614.94,384757.25,464846.44,
107,568.2962966602694,4.7268133,,,,56,,,,,,,0,0,0,756033.0,768481.94,653115.9,
108,573.2517296466691,4.730374,,,,56,,,,,,,0,0,0,4588901.5,4522530.0,4186200.5,
235,577.3608798935921,6.8606095,,,,,,,,,,,0,0,0,798815.75,1099165.6,1054404.8,
476,579.2631320410602,7.902227,,,,63,,,,,,,0,0,0,837409.8,866906.25,983598.94,
357,579.2632261968623,7.7524066,,,,21,,,,,,,0,0,0,3199290.0,3367377.5,3899239.5,
324,579.2632567690426,7.5447555,,,,45,,,,,,,0,0,0,2711241.5,2684396.0,3485227.0,
683,587.4643569184577,9.619409,,,,27,,,,,,,0,0,0,1162991.4,1608323.6,818069.2,
728,588.8973357898681,10.233837,,,,32,,,,,,,634850.1,608200.75,611544.7,0,0,0,
716,589.4798003164696,10.20135,,,,8,,,,,,,0,0,0,3077128.5,3322679.2,2157884.0,
281,590.3644968557775,7.370213,,,,1,,,,,,,443480.34,497973.34,407295.94,0,0,0,
247,605.4230168118698,7.088964,,,,,,,,,,,0,0,0,424936.44,216554.72,397836.62,
685,613.4225132901811,9.624803,,,,27,,,,,,,0,0,0,6477231.0,8090862.0,7746319.0,
720,615.4952123864641,10.212185,,,,8,,,,,,,0,0,0,914513.8,847147.75,969591.4,
524,617.417030894228,8.292018,,,,,,,,,,,0,0,0,285782.78,240920.62,367754.25,
174,629.3108983350176,5.990614,,,,,,,,,,,0,0,0,271733.2,434086.2,435374.4,
206,629.3109194068344,6.244343,,,,,,,,,,,0,0,0,248855.86,411784.16,408828.3,
162,631.3265839461787,5.879051,,,,,,,,,,,0,0,0,821282.8,1050586.8,1042287.9,
118,649.3063315016407,5.2338123,,,,29,,,,,,,0,0,0,881551.06,1071198.9,1451975.6,
246,649.4492591009998,7.087152,,,,,,,,,,,0,0,0,329316.28,162212.48,313677.72,
704,663.4534509872902,10.094955,,,,37,,,,,,,0,0,0,1552794.9,1568897.5,1554554.9,
119,666.333021191805,5.2338123,,,,29,,,,,,,0,0,0,802883.44,998123.44,1186714.6,
405,668.6181854932619,7.7964935,,,,,,,,,,,0,0,0,325896.25,131048.17,400592.38,
209,671.2879214941253,6.2532525,,,,,,,,,,,0,0,0,233972.44,219836.03,249598.16,
120,671.2884327471825,5.2355895,,,,29,,,,,,,0,0,0,9207097.0,1.0904982E7,1.3314125E7,
530,675.675410754002,8.348712,,,,,,,,,,,0,0,0,422496.22,199077.45,288511.2,
705,685.4354246886459,10.094955,,,,37,,,,,,,0,0,0,1.411675E7,1.5361326E7,1.3868548E7,
738,686.4766053886938,10.246209,,,,,,,,,,,169461.66,734996.4,171329.58,0,0,0,
525,686.4769396533734,8.321776,,,,,,,,,,,587256.94,1634478.4,741405.75,0,0,0,
86,689.2987457687533,4.503069,,,,,,,,,,,0,0,0,431136.62,553162.1,874201.06,
723,690.5060326357994,10.226674,,,,,,,,,,,0,0,0,355409.12,366437.78,380627.47,
491,690.5064403516354,8.207577,,,,,,,,,,,0,0,0,1408355.6,3554107.8,1716797.9,
677,693.4404066983475,9.170478,,,,54,,,,,,,795069.75,824072.25,885913.5,0,0,0,
188,697.2628922420736,6.1017194,,,,57,,,,,,,0,0,0,2269270.2,882939.06,1110335.6,
563,698.9110139222761,8.639794,,,,,,,,,,,1090128.4,1083095.9,1077398.8,0,0,0,
706,708.5107988655681,10.094955,,,,37,,,,,,,0,0,0,797242.3,764150.0,780993.2,
498,712.4884094890966,8.22265,,,,,,,,,,,0,0,0,185058.81,1524847.8,564535.9,
311,716.5220917223219,7.37139,,,,,,,,,,,0,0,0,1509334.6,258066.17,262936.12,
736,716.5227299210819,10.2621565,,,,8,,,,,,,706890.4,483425.75,446944.0,2491337.8,2931099.2,1060819.6,
536,716.5229728792687,8.338094,,,,,,,,,,,346352.3,472763.94,486970.78,242027.98,2342433.8,439808.1,
486,716.5240541221264,8.143363,,,,,,,,,,,2526169.0,1064810.0,859616.44,0,0,0,
194,719.2449798451249,6.105232,,,,57,,,,,,,0,0,0,1.0464346E7,5666258.0,6753778.5,
707,726.4615888554732,10.094955,,,,37,,,,,,,0,0,0,1490331.4,1458831.4,1479277.5,
464,730.5377010511397,7.944832,,,,,,,,,,,0,0,0,204582.55,2663547.5,203609.03,
703,736.5418309796329,10.093154,,,,,,,,,,,0,0,0,484503.8,445496.5,489708.22,
539,738.5037781420932,8.4062195,,,,,,,,,,,0,0,0,189471.67,1407809.5,333868.6,
721,738.5037846431045,10.215807,,,,8,,,,,,,0,0,0,990230.25,1247813.9,1094689.1,
412,740.4044308812496,7.8347497,,,,,,,,,,,0,0,0,163949.23,519320.3,534845.44,
354,740.40447341953,7.741695,,,,,,,,,,,0,0,0,376628.03,656183.7,731991.75,
701,743.615602587645,10.035182,,,,,,,,,,,0,0,0,1158102.0,1837562.8,1080965.8,
509,752.519673806771,8.21725,,,,18,,,,,,,0,0,0,443000.44,664969.75,639587.6,
473,752.5196827051897,7.8985558,,,,63,,,,,,,0,0,0,824222.5,5045745.5,733279.56,
699,771.6468139894627,10.027154,,,,,,,,,,,0,0,0,1932172.8,3348006.2,1818407.0,
449,780.5510345435046,7.875206,,,,63,,,,,,,0,0,0,586630.3,524300.3,463874.03,
304,780.5510667585621,7.3749623,,,,44,,,,,,,0,0,0,497442.28,354461.75,409024.62,
376,782.5660656482981,7.7697563,,,,7,,,,,,,0,0,0,309090.8,267284.34,405387.88,
461,782.5661152843063,7.878798,,,,63,,,,,,,0,0,0,651856.5,663917.5,836470.9,
309,782.5661703537693,7.3767514,,,,44,,,,,,,0,0,0,462327.5,385619.3,619732.06,
462,808.5823127003488,7.878798,,,,63,,,,,,,0,0,0,482550.6,466998.12,620544.4,
463,810.5971516480876,7.873427,,,,,,,,,,,0,0,0,667023.6,417331.88,445068.88,
666,823.6788475798434,8.975835,,,,,,,,,,,0,0,0,3.8034332E7,1.984336E7,3.4571148E7,
499,825.693959513565,8.21544,,,,,,,,,,,0,0,0,367237.78,503529.84,443980.25,
642,827.7095621789636,8.964788,,,,,,,,,,,0,0,0,2831852.0,0,3174166.8,
514,851.7096907886804,8.21725,,,,18,,,,,,,0,0,0,1856737.5,1333924.0,2629098.2,
656,851.7097523173774,8.968651,,,,16,,,,,,,0,0,0,3.584264E7,4.744277E7,4.3310576E7,
698,853.722853979632,10.018025,,,,,,,,,,,0,0,0,2.926701E7,50672.434,3.1912024E7,
645,879.7404074441138,8.964788,,,,,,,,,,,0,0,0,1694077.5,0,2082753.4,
686,879.740791094875,9.633523,,,,,,,,,,,0,0,0,1.5525624E7,0,1.6684394E7,
152,887.3877564853101,5.677178,,,,23,,,,,,,0,0,0,1040328.06,1196454.2,1421480.6,
130,917.3812784436769,5.430351,,,,5,,,,,,,0,0,0,563541.94,682053.44,722467.9,
