Filename,NEG_TJGI15pt3_EV_alcA-Control_1_Run32.mzML,NEG_TJGI15pt3_EV_alcA-Control_2_Run115.mzML,NEG_TJGI15pt3_EV_alcA-Control_3_Run204.mzML,NEG_TJGIp1_1_Run35.mzML,NEG_TJGIp1_2_Run100.mzML,NEG_TJGIp1_3_Run186.mzML
112/130.0873mz/2.58min,38307.04,164597.6,172575.66,85608.734,375957.25,109366.64
113/159.0663mz/2.61min,332953.25,320898.0,393009.72,424582.47,347144.75,353345.97
114/178.051mz/2.62min,622003.2,602802.94,712450.5,724904.0,585601.06,551462.3
115/238.0755mz/2.62min,332737.47,319289.47,383171.3,421771.0,422992.1,414468.38
116/157.0506mz/2.7min,348113.47,342530.06,399672.06,529732.5,417809.72,371535.84
117/158.0822mz/2.73min,816245.3,1053163.0,1315479.2,880027.1,986178.56,939003.5
118/136.0404mz/2.73min,66161.14,129846.07,167205.69,81323.234,128872.555,130056.11
119/107.0503mz/2.76min,595567.7,649416.2,798886.56,675616.4,575992.1,563524.4
120/151.04mz/2.76min,427729.84,478197.75,596941.2,484590.4,443580.7,427651.25
121/131.0713mz/2.78min,4101108.8,3590300.8,4442848.0,6110299.5,4758463.0,4775264.5
122/188.0353mz/2.78min,74767.61,74520.31,97247.41,111261.98,84700.85,90657.97
123/457.1869mz/2.8min,540976.44,0.0,5248.1226,0.0,0.0,0.0
124/501.1765mz/2.8min,2235403.5,24619.193,96303.375,180909.38,5869.716,0.0
125/158.0822mz/2.81min,827401.56,1078931.0,1284084.1,807937.1,1036063.44,929309.94
126/159.0663mz/2.87min,627582.8,531884.5,655401.25,875465.4,661543.0,595413.8
127/426.1898mz/2.89min,140842.95,245380.86,272410.38,256583.08,275576.75,274473.53
128/185.0819mz/2.89min,56959.445,47552.36,54623.066,45013.39,46630.055,43769.1
129/172.098mz/2.91min,1627517.1,1472463.9,1040718.06,2304889.2,2027102.2,1906722.2
130/130.0873mz/2.91min,166496.08,207327.48,204167.9,241207.94,390612.1,223746.38
131/118.051mz/2.93min,117083.08,282126.3,42014.984,133064.38,165262.58,18225.225
132/186.1135mz/2.95min,1179859.0,924461.06,1100495.5,1033912.5,890223.44,884978.1
133/171.1027mz/2.96min,687633.5,507766.84,591816.1,477367.66,323011.0,305549.12
134/189.0768mz/2.97min,438997.56,370401.44,500234.94,560388.94,413333.0,356698.53
135/426.1898mz/2.97min,308615.3,378038.34,423064.12,449812.22,449432.84,458743.7
136/221.0931mz/3.02min,503060.47,284848.9,331253.44,66654.47,47181.59,38367.51
137/165.0557mz/3.02min,1189414.2,1087369.9,1387514.0,1609551.1,1451362.1,1398739.8
139/194.0458mz/3.03min,122264.27,107688.45,142449.52,159067.64,124290.13,118499.57
141/173.0819mz/3.05min,1518530.5,1581946.0,1884898.4,1572770.0,1420473.1,1483573.1
142/136.0404mz/3.05min,126655.53,139687.1,166903.9,114304.27,117115.53,114627.77
143/120.0455mz/3.05min,490706.8,548120.7,624624.94,481425.9,434773.12,446153.72
144/164.0354mz/3.05min,2157244.5,2455485.5,2840776.8,2053846.6,1989965.4,2038852.8
145/351.0597mz/3.05min,98330.305,249345.89,286337.16,85001.47,151086.95,177756.73
146/243.1238mz/3.14min,34305.18,33753.207,44311.453,40391.58,29022.582,31555.365
147/188.0354mz/3.15min,87383.234,73895.51,97018.5,119396.16,80332.48,72580.39
148/159.1027mz/3.16min,41772.6,37734.777,48960.438,35434.18,12770.372,30017.121
149/160.0404mz/3.2min,784631.44,704773.2,724018.2,1042143.44,805064.06,800333.9
150/245.0932mz/3.21min,1819790.5,1527262.2,1903875.4,2200634.5,1537535.1,1487404.9
151/228.103mz/3.24min,39002.047,32261.426,37590.504,59512.203,45200.37,48593.098
153/180.0666mz/3.25min,1015917.44,889864.56,1032301.56,1028295.4,816981.9,768276.1
154/178.051mz/3.25min,1665768.4,1932880.5,2263069.8,1695162.8,1581719.1,1513943.9
155/181.0704mz/3.25min,81229.24,227067.86,68778.31,81693.94,89744.3,53189.566
156/144.0455mz/3.27min,663514.8,573436.3,606194.4,734498.44,575534.25,541633.7
157/261.1343mz/3.27min,287355.78,346736.94,399631.44,272242.34,284292.7,272874.7
158/202.1085mz/3.28min,274531.25,256059.3,315561.78,346706.66,374561.28,343233.94
159/216.1241mz/3.28min,365490.12,285810.97,346175.56,409271.62,314812.34,302263.25
160/172.098mz/3.28min,26987.283,14740.021,21323.22,32310.656,22728.85,20604.988
161/164.0354mz/3.29min,43642.35,25461.379,26209.516,29989.953,15659.07,14899.55
162/186.1136mz/3.3min,197715.27,194343.66,226866.48,166807.02,155703.86,151700.67
163/121.0295mz/3.32min,0.0,159296.6,54215.19,3502.8484,182917.98,75260.72
164/138.0197mz/3.33min,2092772.8,1728120.8,1958663.0,1934859.6,1574972.4,1524495.9
165/193.0506mz/3.35min,782124.25,668515.8,722216.25,867937.06,911855.7,875368.75
166/271.1663mz/3.36min,408636.47,554522.5,447603.97,735385.3,375543.47,365487.2
167/261.1344mz/3.36min,1764719.9,2150559.0,2504456.5,1739980.8,1695386.8,1800617.0
170/314.1035mz/3.37min,63866.51,55715.266,58925.77,104262.72,73068.414,79237.01
171/245.0456mz/3.38min,15020.875,0.0,7303.128,34641.184,16585.764,11725.973
173/189.1131mz/3.43min,239161.83,223227.1,252516.97,312547.03,282119.3,267102.16
174/257.103mz/3.45min,906718.8,811688.1,1030088.5,768722.4,575396.06,550958.1
175/209.0794mz/3.45min,1446741.8,1565304.4,1710789.1,1190122.2,1230665.2,1351237.0
176/187.0976mz/3.45min,29062086.0,26374946.0,30158918.0,23903024.0,20003822.0,21290516.0
177/125.0971mz/3.45min,1031570.2,917931.3,1027148.06,852679.06,666419.56,717806.44
179/145.087mz/3.45min,278626.1,250044.22,255005.42,405650.9,295888.6,286230.16
180/213.1132mz/3.45min,170086.55,147835.2,142121.6,136982.61,73544.39,60765.207
181/313.1881mz/3.46min,485710.5,496480.34,607169.6,361547.4,309998.72,320887.8
182/228.103mz/3.47min,2976978.5,2752322.8,2778229.8,4136092.0,3256057.2,3295407.0
183/191.0746mz/3.47min,166395.66,144099.77,182464.17,216530.08,135434.27,141993.55
184/173.082mz/3.52min,27701.596,27141.674,30011.0,39304.38,19120.754,21518.5
185/145.087mz/3.54min,457289.84,414957.6,438688.62,574544.8,482033.06,498430.78
186/222.0773mz/3.57min,376353.28,372393.34,429230.84,557650.7,432149.6,432164.4
187/243.1238mz/3.57min,1434981.1,1492608.0,1771047.0,1690858.9,1270470.5,1356567.6
188/144.0455mz/3.58min,28406.576,0.0,0.0,82752.52,24764.223,3862.2246
189/271.1665mz/3.6min,1039833.4,972125.9,1134186.9,905976.25,694976.6,757296.7
190/211.1341mz/3.6min,41913.113,35089.12,44577.61,34392.1,22617.854,26500.78
191/191.0748mz/3.61min,648927.94,542563.0,645950.06,772141.1,527080.2,503531.66
196/286.1854mz/3.69min,542773.06,487202.3,562625.3,664144.0,524765.25,470459.28
197/285.182mz/3.69min,3884577.8,3473514.2,4016421.5,4751405.0,3571060.8,3366380.2
198/571.3712mz/3.69min,27117.176,33756.527,44337.03,54246.387,30548.799,26498.45
199/621.3353mz/3.71min,146460.92,80647.77,97964.55,400083.53,341162.94,315001.78
200/199.0976mz/3.69min,13125033.0,12379448.0,14004434.0,17933762.0,13516080.0,12630202.0
201/155.1078mz/3.69min,4763099.5,4346834.0,4934247.0,6424048.5,4678525.0,4464185.5
202/221.0795mz/3.69min,829408.2,974040.3,1090322.9,939793.7,978895.44,1015549.0
203/279.051mz/3.7min,14298.763,0.0,0.0,66056.56,41211.664,35874.273
204/228.0666mz/3.71min,613693.8,645275.2,671936.56,910538.56,781096.2,789260.9
205/228.0877mz/3.74min,80654.64,47076.465,63414.37,48867.254,40842.45,36025.625
206/495.259mz/3.77min,428001.22,62440.375,48328.773,834057.06,246605.94,146428.16
207/300.1452mz/3.75min,481667.6,317503.25,373543.38,319688.1,233288.06,221658.5
208/919.5723mz/3.76min,129600.44,10990.8955,0.0,490210.75,184694.36,127996.45
209/171.1027mz/3.76min,4903347.0,4289793.0,5039851.5,3738021.5,3104539.8,3321657.8
210/189.1132mz/3.76min,575483.94,528798.7,621423.2,278838.25,390229.34,416840.62
211/459.2825mz/3.77min,9106985.0,3894287.8,4279734.0,16671110.0,10608217.0,9589176.0
212/159.1027mz/3.79min,102183.6,88367.805,98328.49,112611.01,111655.195,106462.46
213/517.1715mz/3.79min,105320.695,106506.625,129157.53,65763.484,73093.95,70823.016
214/185.1183mz/3.79min,494974.9,175207.3,192640.81,232884.23,84247.08,247431.28
215/507.1426mz/3.79min,58745.457,34694.16,26058.295,21764.947,3337.1826,0.0
216/236.0962mz/3.82min,2338922.5,831779.3,988463.0,1837941.5,655219.6,644271.7
217/443.2876mz/3.83min,552096.4,168305.3,197430.0,922445.1,517083.38,469602.28
218/300.1452mz/3.8min,235862.69,143786.39,178913.4,138702.84,229218.62,217648.45
219/201.1133mz/3.83min,969485.75,679573.2,793442.44,951893.9,661638.44,664111.75
220/227.129mz/3.84min,102636.914,71861.54,97553.11,96191.76,54302.67,53354.445
221/185.082mz/3.84min,2616839.0,1748301.2,2973421.8,3190941.2,2615710.0,2436292.8
222/141.0922mz/3.84min,427377.22,290028.8,475304.78,529573.56,402258.03,393829.62
224/515.3087mz/3.88min,465652.38,179850.08,275050.62,969813.1,594721.3,658760.8
225/554.2374mz/3.88min,269177.44,373511.0,455273.3,444296.47,570698.75,560696.06
226/179.0715mz/3.92min,716074.1,429643.3,466017.78,540607.2,359468.88,348933.28
227/596.2846mz/3.92min,1264771.0,1840358.5,2192448.5,1664425.1,2209331.0,2322529.5
228/213.0154mz/3.93min,390981.38,508852.22,504645.8,464542.66,505174.2,595622.3
229/347.2229mz/3.93min,41210.28,40164.86,56692.133,32642.654,39581.633,40907.965
231/141.0922mz/3.95min,500321.72,378023.53,581102.06,631797.8,495265.7,433918.75
232/245.0456mz/3.97min,143889.64,121498.36,141045.3,204829.97,127736.55,113366.78
233/187.0977mz/3.98min,268294.97,296318.4,414953.16,271486.72,213283.56,415479.6
234/225.1134mz/3.99min,532665.6,382943.6,517241.3,838534.06,395591.4,313490.53
235/171.1028mz/4.01min,310986.44,331850.25,366447.03,377635.38,327831.34,367402.8
236/285.1821mz/4.01min,46399.98,26587.322,45637.324,60083.33,32067.252,26378.582
237/511.1949mz/4.02min,395092.34,571413.5,699296.94,545159.9,708192.94,640532.56
239/165.0557mz/4.05min,654029.56,428277.0,477008.9,505438.84,308048.62,274552.38
240/225.1134mz/4.03min,283309.6,297375.25,268214.28,405703.22,211981.75,208691.64
242/185.1184mz/4.08min,32932.31,71465.45,39041.465,53352.105,41791.664,51109.25
243/538.2424mz/4.07min,334508.44,421646.84,544528.75,517323.0,611590.2,586098.2
244/159.1027mz/4.07min,608523.6,279341.88,329583.47,787831.06,574044.06,573984.9
245/301.1657mz/4.08min,121831.05,125013.836,137873.92,131633.25,114351.86,114785.83
246/487.2772mz/4.12min,657349.56,314723.53,357771.5,1110304.1,733456.06,667428.06
247/580.2893mz/4.12min,2192013.5,2937334.2,3360322.5,2684687.0,3323951.2,3408345.2
248/598.2998mz/4.12min,336747.16,476405.03,553502.8,425861.66,547649.5,553784.0
249/210.0924mz/4.12min,844520.7,682580.9,710000.25,1266094.8,996130.7,1032308.0
251/225.1133mz/4.11min,244703.75,204797.34,203617.12,248098.36,176998.72,165744.81
252/536.1772mz/4.13min,569723.06,360900.84,322806.84,377684.22,214594.67,162083.66
253/509.1582mz/4.13min,2152085.8,1494223.1,1350102.8,1325088.4,810220.5,687694.9
254/473.1816mz/4.13min,2290079.8,2972359.5,3154496.5,1419484.8,1516050.9,1508640.4
255/519.187mz/4.13min,2154340.2,2642329.2,3060514.2,1373073.8,1385984.9,1377693.9
257/213.1132mz/4.14min,381872.06,277356.2,323274.84,393504.94,309362.62,324262.8
258/441.1917mz/4.15min,259134.75,293074.84,337964.78,213268.55,216491.81,216633.77
259/477.1684mz/4.15min,321068.66,161372.3,144297.11,267395.7,140215.1,115345.97
260/487.1974mz/4.15min,265655.06,297596.12,344969.97,227256.45,225472.5,224315.95
261/401.1605mz/4.15min,57799.2,52492.41,66253.01,48343.312,32649.12,32563.895
262/171.1027mz/4.15min,99597.54,82903.97,99511.99,100491.61,63307.42,52077.684
263/300.0877mz/4.15min,203717.66,159821.38,179804.25,69109.22,55292.04,54468.35
264/301.1656mz/4.15min,855571.9,944291.94,1095925.5,913659.3,839390.7,885317.8
266/169.087mz/4.18min,64847.438,80147.15,113005.31,104426.26,118342.414,121600.22
267/185.1183mz/4.17min,209916.06,194370.27,226046.14,192080.38,191751.67,173459.92
268/215.1289mz/4.18min,1571599.0,1447529.8,1685367.9,1601167.4,1489272.6,1536219.1
270/309.1708mz/4.23min,96844.67,79019.33,96977.875,106006.26,51069.86,47769.914
271/441.1919mz/4.25min,145434.58,122521.586,147903.78,137934.67,110946.69,111227.234
272/495.2002mz/4.26min,777750.94,995181.56,1226627.9,1013028.44,1149985.8,1128255.1
273/199.0976mz/4.3min,192618.22,126639.82,272795.72,360967.72,169635.38,146870.02
274/309.1708mz/4.32min,51647.89,39682.992,53752.1,65082.67,37348.574,35127.742
276/314.1034mz/4.34min,390010.94,365100.84,403876.97,533041.9,502131.1,541857.8
277/227.1289mz/4.34min,11585338.0,8679697.0,9936785.0,10633531.0,7436276.0,7911446.5
278/249.1108mz/4.34min,536813.6,478491.66,527548.4,458748.38,403626.94,464284.84
279/183.139mz/4.34min,1661678.4,1162101.6,1321953.6,1509029.6,965806.7,1074198.6
281/610.2998mz/4.35min,657115.7,849019.4,994371.6,791981.25,931578.75,1008923.6
282/242.1762mz/4.36min,444113.44,336911.6,416621.78,365671.44,364109.34,431838.06
283/373.1656mz/4.36min,64161.312,57641.438,70942.03,75741.38,44586.113,56048.48
284/636.3156mz/4.39min,333641.38,390551.8,440364.6,489320.97,561380.2,570801.7
285/169.087mz/4.41min,311056.72,344044.34,381731.75,384237.84,393052.47,400640.1
287/201.1133mz/4.4min,26279.498,17169.71,23755.1,30688.996,16588.145,16355.663
288/457.187mz/4.44min,144823.02,80735.65,189170.4,97857.36,51150.01,44525.684
289/359.2188mz/4.44min,1221400.4,654921.2,801267.7,945374.25,567086.44,538681.44
290/375.2177mz/4.45min,775494.94,708184.75,871830.25,623681.7,670472.3,620415.56
291/477.1685mz/4.45min,906369.44,415969.25,399712.16,825437.44,417501.53,349937.34
292/441.1918mz/4.45min,648908.25,631233.9,707154.75,598827.7,585533.94,599057.4
293/487.1973mz/4.45min,503212.78,492620.44,563863.9,491970.47,487721.16,478470.4
294/504.1874mz/4.45min,151909.84,58431.01,49822.29,140444.66,58989.312,42085.79
295/401.1606mz/4.45min,72626.34,43164.473,53782.703,70130.14,44435.184,42399.254
297/417.1556mz/4.48min,80683.484,47392.152,53822.188,80020.95,31664.656,27437.752
298/523.2561mz/4.48min,1679296.2,1431829.2,1631946.8,1730961.4,1861727.1,1781658.1
299/373.1657mz/4.49min,180388.38,130881.16,163887.38,163523.05,115289.55,115570.99
300/237.0921mz/4.52min,646440.3,406936.38,460386.12,1001436.8,554579.56,486577.66
301/479.205mz/4.55min,294112.9,460268.34,515929.1,459598.0,511462.88,471699.22
302/517.1713mz/4.55min,116700.89,176410.61,211376.62,72230.0,104105.44,112263.61
303/431.2284mz/4.58min,875095.8,1462930.0,1728554.2,1167748.6,1230684.9,524683.7
305/507.1424mz/4.55min,192627.72,175624.25,143082.0,111024.82,91970.32,83855.266
306/258.171mz/4.55min,10603202.0,7295707.0,8287453.0,11880253.0,8088308.0,7836718.5
307/413.1968mz/4.55min,353756.03,453394.06,492137.28,253668.05,246566.5,233721.4
308/517.3492mz/4.55min,259419.97,119065.09,160758.38,343954.47,157304.27,130957.53
309/447.275mz/4.56min,93779.62,122989.35,135559.11,42243.383,56097.953,46355.473
311/441.1918mz/4.58min,1365760.8,1516162.1,1723260.2,705268.75,772581.1,740395.8
312/228.103mz/4.58min,31195.814,14820.186,14035.2705,51319.64,26524.195,28046.37
314/620.3205mz/4.61min,386479.28,460006.88,514714.03,551364.7,597405.5,641703.94
315/211.134mz/4.61min,1010228.4,867256.6,754434.75,955057.1,633522.3,424026.34
316/227.9666mz/4.62min,1739281.9,1892019.5,1788537.5,1946134.4,1856723.0,1864855.2
317/229.9644mz/4.62min,1694490.5,1841330.0,1746434.4,1900228.4,1804537.6,1817011.1
318/185.1182mz/4.64min,175696.12,198256.94,189943.08,228655.31,192515.16,203959.45
320/389.1634mz/4.66min,118326.484,50645.594,7392.962,113487.68,23631.207,0.0
321/367.2152mz/4.67min,1017766.94,842436.0,884629.7,1373671.8,955803.5,879488.6
323/343.2236mz/4.67min,336314.12,214813.52,264852.5,221656.17,108860.64,104308.82
324/117.0192mz/4.67min,169803.77,187922.3,214891.25,85869.43,79009.875,77556.95
325/458.19mz/4.67min,7235061.5,8651135.0,9198860.0,3897027.5,3675924.0,3535669.2
326/493.1633mz/4.67min,5441399.0,3643291.8,3163714.2,2876295.2,1700853.4,1526990.5
328/503.1921mz/4.67min,5310597.5,6158478.5,7254894.5,2951900.5,2700701.5,2782739.8
329/457.1868mz/4.67min,25935772.0,30895830.0,34807456.0,14647533.0,13803202.0,12710982.0
330/459.1924mz/4.67min,1249025.5,1477480.5,1647235.2,690843.1,649885.75,616374.9
331/278.1396mz/4.68min,601322.0,720725.56,853494.25,598936.7,640276.75,612029.44
332/520.182mz/4.67min,611146.7,395775.78,346637.62,334113.22,187611.38,165678.55
333/355.155mz/4.67min,3622904.0,4382289.0,5157928.5,1988009.2,1928956.0,1579027.6
334/417.1553mz/4.68min,731578.44,739289.2,836365.3,429734.9,286653.75,272530.5
335/373.1655mz/4.68min,1083694.6,1249145.4,1438461.1,611561.4,546637.1,547330.06
336/413.1968mz/4.66min,113037.49,214289.88,231061.86,79285.89,70616.52,67591.016
337/875.3493mz/4.67min,138822.89,209533.8,258087.06,45233.92,37738.71,42756.223
338/517.1712mz/4.69min,234122.14,396256.78,442839.1,134934.78,213325.45,240949.97
339/507.1424mz/4.69min,280318.84,239781.6,213675.61,144560.27,115213.625,104951.15
341/411.1809mz/4.73min,91687.69,119619.93,124938.05,125772.07,124619.22,145497.3
342/257.1394mz/4.7min,823725.44,577788.06,1095330.8,1279047.4,809417.0,787548.2
345/477.213mz/4.72min,315824.5,390847.66,428948.2,247617.7,237655.95,212583.03
346/431.2073mz/4.72min,33383.883,65441.727,81623.37,29807.502,27133.076,33003.4
349/458.2871mz/4.73min,4205249.0,3074047.0,3719425.2,3178143.0,1770641.4,1695699.8
350/459.2906mz/4.73min,1007287.94,752469.9,904059.4,770137.9,340556.56,403315.56
351/537.2711mz/4.74min,493335.75,299259.1,413422.47,582917.6,584532.5,568797.9
352/491.2281mz/4.76min,102161.44,165431.55,207557.53,28501.59,36265.504,35906.434
353/343.2236mz/4.77min,726595.06,506390.84,635863.06,566584.0,328123.44,302498.22
354/873.3324mz/4.77min,153762.48,224409.77,276657.8,65905.41,75423.22,67355.62
355/355.155mz/4.71min,2777352.0,2007071.1,3308125.5,187056.3,1357638.5,77933.97
356/545.2028mz/4.78min,27972.59,714138.56,464489.62,9107.208,765346.75,580287.1
357/911.3493mz/4.78min,1218275.1,1716190.1,1818579.5,800748.25,973469.2,986444.94
358/456.1744mz/4.78min,3984966.2,4940149.5,5231508.0,2753509.8,3068947.0,3172511.8
359/411.181mz/4.78min,500586.2,598382.25,642980.44,328630.84,342510.3,344491.3
360/455.1711mz/4.78min,14617400.0,17785418.0,18890380.0,10218290.0,11299384.0,11662078.0
362/501.1766mz/4.78min,137441660.0,171175600.0,181997920.0,102557060.0,109603870.0,113158824.0
363/957.3544mz/4.78min,1268820.0,1459500.5,1782869.9,938723.94,869277.25,817638.3
364/357.2069mz/4.78min,665892.2,612651.25,633638.0,680495.3,403695.2,321509.66
365/443.1346mz/4.78min,3471636.8,4907500.0,4950858.0,2395691.5,3248226.5,3388249.2
366/491.1479mz/4.79min,30987488.0,18616694.0,14931927.0,25225186.0,14159948.0,12120391.0
367/493.1444mz/4.79min,9289707.0,5499297.5,4363273.5,7605126.0,4222565.0,3627277.5
368/449.218mz/4.79min,1327797.1,1507449.9,1847177.5,933304.9,771127.06,774805.7
370/397.1289mz/4.79min,801521.06,1136894.9,1084366.2,538180.25,742559.4,795050.0
371/518.1661mz/4.79min,4826621.0,2939188.2,2358296.8,4159702.0,2301202.0,1846840.9
373/479.2284mz/4.8min,1127814.9,1366922.6,1657421.2,752798.9,636744.3,594570.9
376/433.1055mz/4.82min,1285588.4,742432.8,460095.03,1101951.6,598093.6,472678.88
377/489.2135mz/4.81min,437871.25,597684.94,398553.44,249309.11,237710.5,241518.31
378/300.0875mz/4.82min,389234.9,315008.0,355020.25,122694.24,76485.56,87664.05
381/659.271mz/4.84min,253481.92,329929.03,350783.16,150640.92,240760.16,207846.9
383/433.2592mz/4.84min,516681.53,346068.75,368462.6,472022.22,317123.7,188512.03
384/269.1311mz/4.86min,287599.0,601071.1,862281.44,521467.72,659630.6,789685.06
385/253.1444mz/4.85min,369331.5,452817.5,475084.25,471484.62,424886.88,387314.75
386/709.3233mz/4.84min,127524.96,243128.12,286923.84,102253.96,154447.0,134361.53
388/764.4694mz/4.9min,446198.94,209195.56,39592.598,455929.3,309398.38,145208.58
390/375.2751mz/4.87min,622615.6,721589.8,831235.75,558276.8,441475.66,370703.25
392/441.1916mz/4.87min,642346.5,1077088.9,803307.75,486627.47,423965.8,638729.2
393/463.2337mz/4.87min,814895.9,927566.06,1030323.5,558288.3,446495.06,391392.8
394/550.267mz/4.88min,635865.0,624433.6,676662.7,675970.25,746849.2,711193.0
395/442.1954mz/4.87min,113197.09,262210.72,176472.98,96294.266,90391.74,74371.7
396/426.9676mz/4.94min,10805178.0,10754315.0,15559797.0,12630886.0,12192832.0,13097936.0
397/389.1607mz/4.91min,119567.16,81038.36,97415.836,128236.6,76254.875,73857.266
399/272.1867mz/4.91min,1104299.2,818801.3,944072.1,1299732.2,882069.1,848236.2
401/300.0876mz/4.92min,306076.47,224915.86,254991.08,129710.43,102450.086,110218.63
402/473.2179mz/4.92min,519649.8,720169.4,828830.2,172476.84,213230.9,191532.73
403/519.2233mz/4.92min,155844.72,228511.48,285142.03,47987.875,59032.37,51023.74
404/415.2337mz/4.94min,2664670.2,2911767.2,3353425.2,2077847.4,2305095.5,2300140.8
405/479.2286mz/4.94min,87947.445,112214.21,131810.56,69167.625,56034.04,57055.12
408/491.2286mz/4.95min,58340.082,66935.586,80431.88,29441.418,33078.2,27717.125
409/225.1132mz/4.95min,434904.94,318656.56,512780.4,671333.0,468439.16,435004.34
410/393.2161mz/4.96min,364275.75,70058.1,77062.664,309158.3,60043.22,33675.574
411/715.4862mz/4.96min,291572.97,94484.875,162753.4,242673.67,64351.543,62240.527
412/357.2395mz/4.96min,9673006.0,6162924.0,7432069.0,9116492.0,5338545.0,5141738.0
413/785.2148mz/4.96min,225849.56,185224.92,34320.28,579885.94,173558.9,16158.067
414/489.322mz/4.97min,114696.83,107809.46,108847.7,123243.055,83616.16,67060.64
416/551.2876mz/4.98min,381984.47,436540.7,483419.38,224705.84,262471.7,236460.61
418/546.2721mz/5.0min,213029.47,217451.8,224738.66,281363.66,279079.3,258771.39
419/309.1707mz/5.0min,695219.4,726644.7,844711.56,811634.1,734205.56,736130.6
420/431.2073mz/5.0min,1042579.0,1228564.8,1385005.4,823643.25,757824.4,738164.4
421/477.213mz/5.0min,2311790.0,2685322.2,3035320.8,1784542.4,1707943.2,1640498.5
422/311.2227mz/5.0min,457715.97,391119.44,518859.2,556516.94,463824.88,459197.3
424/485.1815mz/5.02min,1425264.8,1685465.2,1846709.2,1052578.4,1075670.1,1076908.4
425/475.1528mz/5.02min,367045.72,233894.48,236205.89,297262.3,157307.86,148339.38
426/472.3026mz/5.02min,2725310.2,1700372.8,2029951.1,2278961.8,1152057.9,1062439.4
427/267.1601mz/5.03min,379452.25,221974.95,249501.69,382716.97,221988.89,233574.7
429/442.1951mz/5.05min,770929.1,862318.1,1028116.2,556597.8,552123.6,556100.7
430/509.1789mz/5.05min,290547.75,513449.38,562481.56,189697.14,291975.06,326935.97
431/201.1496mz/5.04min,1467877.1,843740.56,916677.25,1668220.6,1298334.6,1272488.0
432/905.3729mz/5.05min,101266.555,275672.2,289812.34,50406.094,152937.88,190245.11
433/507.2609mz/5.05min,1777234.0,1698732.0,1668291.1,1682449.4,1861625.2,1862181.5
434/397.2019mz/5.05min,8754540.0,10522227.0,11614278.0,6616892.0,6723897.5,6594638.0
435/441.1917mz/5.05min,2940355.0,3121721.8,3784023.5,2172954.8,2158885.5,1953206.5
436/471.2022mz/5.05min,243040.83,225231.53,287701.22,198956.17,165322.52,145827.95
439/508.265mz/5.05min,691258.5,707045.25,720514.0,848398.4,646635.5,827470.2
440/401.1603mz/5.05min,366812.66,415832.12,465500.34,267392.72,244884.34,231906.27
441/449.2178mz/5.06min,117930.516,150589.55,174785.25,97734.89,72938.266,76811.195
442/221.0971mz/5.06min,1040869.1,853539.3,928110.6,1135974.5,921348.75,908407.56
444/351.1846mz/5.07min,325492.47,308353.28,395903.75,433758.06,273819.2,287596.6
447/491.2286mz/5.09min,520174.97,602454.44,692717.8,385374.4,354649.78,350026.0
448/602.3327mz/5.09min,158815.56,44667.17,40831.73,192524.73,63023.01,53858.016
453/442.2921mz/5.1min,673674.0,422886.38,503922.94,575968.6,287139.66,265818.2
454/183.139mz/5.15min,140969.83,121127.62,87597.94,81311.26,205981.75,67513.8
455/387.25mz/5.11min,1343012.1,798430.25,942323.3,877067.44,525725.7,513424.7
