Filename,Yeast_HE_D5-Ctrl_a_pos_20190515_Run37.mzML,Yeast_HE_D5-Ctrl_b_pos_20190515_Run40.mzML,Yeast_HE_D5-Ctrl_c_pos_20190515_Run43.mzML,POS_D5-227-C2-a_Run247.mzML,POS_D5-227-C2-b_Run250.mzML,POS_D5-227-C2-c_Run253.mzML
Class,CTRL,CTRL,CTRL,EXP,EXP,EXP
33/217.1048mz/2.25min,873157.44,1119584.6,874888.25,983007.3,1311962.6,1098285.8
34/140.0683mz/2.43min,43240.918,86922.38,86683.18,89071.82,159090.55,131412.2
35/316.2117mz/2.52min,378905.0,172567.9,192132.47,102334.48,158303.8,171501.16
36/316.2117mz/2.67min,483951.94,316461.5,108783.01,141770.12,250143.89,369898.9
37/89.0598mz/2.74min,1227202.5,453200.8,361792.6,485499.66,936129.1,1215461.8
38/272.1856mz/2.75min,457010.9,316054.78,286595.44,196863.94,274579.1,347602.8
39/217.1072mz/2.8min,302399.5,251867.11,562677.25,317652.88,319081.38,338471.84
40/257.0996mz/2.8min,635531.0,551323.1,1194898.0,895416.25,891081.6,1174118.8
42/138.0551mz/2.83min,729429.0,699165.94,635383.44,1165237.9,1641100.8,1883367.2
43/120.0445mz/2.83min,2561646.0,2504766.0,2225040.0,3995388.5,5728800.0,6447383.5
44/171.0993mz/2.87min,498830.28,498949.75,267178.84,2822025.2,2845295.8,2993351.2
45/183.0919mz/2.88min,117735.86,237163.77,77984.47,178767.45,504158.34,580789.0
48/345.1519mz/3.13min,252543.84,184725.34,539637.94,243927.11,292181.66,375490.2
49/194.1154mz/3.19min,5550690.0,5608868.5,5752086.5,7628396.5,8018167.5,7426997.5
50/212.1259mz/3.19min,545879.25,531660.56,551343.1,799975.8,813570.56,801151.3
51/172.1334mz/3.19min,1050209.2,1000862.06,1013033.6,1247177.8,1272770.2,1251381.0
52/217.1072mz/3.35min,87067.195,85421.49,84089.23,126030.875,739650.75,315445.03
53/239.0891mz/3.35min,585025.5,621064.56,785703.9,1347856.8,6021011.5,2952654.2
54/219.0571mz/3.52min,472468.16,704063.7,571939.8,484882.38,687480.06,429401.8
55/233.0727mz/3.55min,111962.734,61915.23,174515.22,114181.28,80228.555,140237.67
56/255.0546mz/3.56min,103437.08,40652.473,154486.44,146377.81,104196.055,182810.06
57/201.0597mz/3.66min,183206.77,150574.69,383144.03,260586.67,258786.48,321398.4
58/217.1072mz/3.65min,123977.27,96024.46,165238.33,170832.7,168521.62,197337.81
59/385.1467mz/3.65min,311265.3,259329.77,648033.3,458378.72,439036.16,556801.0
60/345.1543mz/3.66min,50080.805,46512.25,134678.56,79689.42,75735.38,100940.016
61/140.0683mz/3.75min,70989.58,104845.33,104798.42,131750.28,108582.93,123242.47
62/322.0967mz/3.77min,60915.984,55392.29,106577.98,85453.2,81383.24,97133.13
63/302.1304mz/3.8min,955356.5,634986.25,1293005.6,825037.4,703788.06,967601.3
64/324.1123mz/3.8min,2224620.2,1698226.6,3029360.2,2671614.5,2269273.0,3240629.0
65/468.2438mz/3.84min,326846.06,266037.78,521222.72,133929.0,140882.86,188589.58
66/217.1072mz/3.84min,77007.41,56348.49,150358.2,87495.03,95688.65,123861.03
67/433.2065mz/3.85min,140299.77,108370.22,256059.61,158055.72,166645.39,212355.39
68/451.2172mz/3.85min,556432.06,477445.4,979511.1,630604.7,645897.4,861565.6
69/473.1993mz/3.85min,2087157.5,1775188.2,3451053.8,2233641.8,2326893.8,3010812.2
70/245.0859mz/3.85min,520364.78,465661.06,900811.2,651826.75,672571.2,848378.25
71/300.1147mz/3.9min,959815.4,733447.1,1374672.9,872938.0,780558.5,1013949.3
72/322.0966mz/3.9min,789315.5,610660.44,1131831.0,995851.0,888686.94,1149311.9
73/203.0621mz/3.9min,159196.42,175056.88,221874.0,124907.28,131943.36,134209.6
74/561.2516mz/4.0min,252184.88,131366.05,417414.56,285300.25,266629.25,357540.94
75/222.1465mz/4.06min,555436.4,555364.0,546055.1,812761.4,820996.2,803377.7
76/325.1257mz/4.24min,856377.1,824488.94,809217.3,1045272.4,912527.6,946537.9
77/255.0546mz/4.36min,429370.25,324965.4,696547.7,710113.9,511528.88,756421.06
78/233.0727mz/4.36min,430908.72,316282.84,681919.6,488062.53,346006.84,509773.2
79/266.1727mz/4.37min,88478.78,83416.31,90807.68,138583.72,149898.88,90465.84
80/226.1802mz/4.37min,138396.81,117282.11,127039.375,183547.17,195973.62,122290.46
81/244.1908mz/4.37min,51615.07,45961.19,52564.145,87420.91,87136.64,50550.12
82/236.1622mz/4.45min,82167.91,66461.484,77752.49,119005.78,113583.8,106827.18
84/689.299mz/4.5min,553162.1,431136.62,874201.06,545731.06,535811.7,721723.1
86/236.0806mz/4.54min,2251770.5,2062183.1,3239293.5,2614758.5,2801656.5,3043747.5
87/433.2068mz/4.54min,5378270.0,4720300.0,8173895.5,5889642.0,6334454.0,7146041.0
88/450.2336mz/4.54min,2713164.2,2280884.2,3885283.5,1296990.4,1391337.0,1599743.1
89/455.1887mz/4.55min,36426240.0,33078956.0,46258470.0,36773930.0,38343530.0,41652684.0
90/244.0668mz/4.55min,392515.88,343792.88,535368.5,321939.88,352840.34,385311.53
91/211.9707mz/4.69min,3885960.8,4098365.8,4073209.0,4463918.5,4415193.0,4568860.5
92/213.9686mz/4.69min,3691907.5,3870384.0,3859251.5,4231440.5,4182727.2,4314367.0
93/229.9813mz/4.69min,8713632.0,9201769.0,9118387.0,10191987.0,10198163.0,10389720.0
94/231.9791mz/4.69min,8553489.0,9007000.0,8944106.0,9999175.0,10037356.0,10168818.0
95/232.9824mz/4.69min,706129.5,762901.06,750166.3,832630.1,842198.56,849175.9
96/230.9845mz/4.69min,722326.3,755746.25,758790.56,844750.06,828373.56,856200.0
97/469.1091mz/4.69min,407673.62,341365.66,429135.84,468816.75,412815.6,445392.7
98/447.1271mz/4.69min,489896.84,396407.16,514181.6,475547.8,406079.97,453127.66
99/247.0883mz/4.7min,456514.1,474250.84,599881.7,430966.78,431089.4,456055.3
100/269.0702mz/4.71min,414863.53,436035.22,552757.1,526525.8,534183.7,551789.1
101/568.2964mz/4.73min,768481.94,756033.0,653115.9,361312.62,262765.94,326530.2
102/573.2518mz/4.73min,4522530.0,4588901.5,4186200.5,4856112.5,4713912.5,4507243.0
103/228.1959mz/4.82min,216914.27,135601.77,210690.34,309763.12,293553.12,282089.56
104/250.1778mz/4.82min,560718.4,393789.3,574866.4,842435.8,782732.4,755436.5
105/270.1465mz/4.85min,496937.72,353035.2,666895.4,654833.2,480202.0,705802.1
107/448.2033mz/4.9min,95138.88,83090.31,121074.984,132207.95,101347.16,117402.25
108/272.2583mz/5.14min,187945.6,198759.75,187495.86,418363.8,421743.7,410127.12
109/300.2896mz/5.2min,45915.094,24881.229,57127.92,160055.36,154314.44,128533.65
110/666.3332mz/5.23min,998123.44,802883.44,1186714.6,591094.06,588265.8,642849.1
111/344.1302mz/5.23min,716908.6,616682.4,1003180.8,844533.4,858693.7,969715.75
112/649.3065mz/5.23min,1071198.9,881551.06,1451975.6,1179099.8,1204327.5,1362995.5
113/671.2886mz/5.23min,10904982.0,9207097.0,13314125.0,11668754.0,11724736.0,12794862.0
114/318.3001mz/5.24min,2385896.0,2681978.2,2260510.0,2537923.8,2705759.2,2679540.2
117/203.0621mz/5.28min,368459.94,289328.8,399944.6,342052.25,299851.22,343391.97
118/298.274mz/5.3min,593503.06,598996.5,555201.94,944783.4,972775.7,888705.94
120/338.2663mz/5.39min,171246.66,188109.28,177548.64,479344.38,498281.75,482092.78
121/256.2999mz/5.42min,11307937.0,11312143.0,11063268.0,4844205.0,4721910.5,4651422.5
122/273.0974mz/5.43min,265238.6,237976.38,284715.2,327326.3,277342.16,309004.62
123/448.2035mz/5.43min,7044495.5,6236443.5,7188043.0,7281847.0,6231837.5,6656203.0
124/284.6054mz/5.43min,601384.6,552727.4,640882.44,782499.0,685088.56,723997.06
125/917.3815mz/5.43min,682053.44,563541.94,722467.9,928050.2,723207.9,799595.4
126/470.1855mz/5.43min,12976840.0,11808889.0,13135237.0,15190453.0,13342476.0,14224932.0
127/264.0921mz/5.43min,458984.72,398626.7,472174.56,594472.0,501062.44,554285.8
128/304.2997mz/5.45min,420237.8,1600779.4,781189.0,597985.0,809866.75,402600.66
129/303.3086mz/5.48min,842388.94,950029.44,674516.3,1101067.8,1176025.6,1193562.8
130/302.3053mz/5.48min,4338535.0,4959930.0,3558313.5,5605452.0,6128385.5,6071246.0
131/284.2947mz/5.48min,122752.555,143970.66,93965.07,170953.69,185701.92,179022.38
133/338.2664mz/5.49min,146732.7,143734.78,136945.6,436816.62,444845.3,442426.03
134/282.279mz/5.57min,95311.74,100614.22,66720.05,121504.29,128651.945,115844.82
135/322.2714mz/5.57min,458712.03,531342.1,355391.0,627951.4,633604.8,578157.06
136/300.2897mz/5.57min,23287200.0,25048578.0,17675370.0,28360502.0,29277098.0,28338184.0
137/437.1932mz/5.57min,2009082.9,2349523.8,2140853.8,1262107.8,1686988.5,2106047.8
