row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,POS_TJGIp10_2_Run132.mzML Peak area,POS_TJGI2pt1_EV_gpdA_CTRL_3_Run194.mzML Peak area,POS_TJGIp10_3_Run209.mzML Peak area,POS_TJGI2pt1_EV_gpdA_CTRL_2_Run143.mzML Peak area,POS_TJGIp10_1_Run22.mzML Peak area,POS_TJGI2pt1_EV_gpdA_CTRL_1_Run13.mzML Peak area,
244,104.10695539882533,1.4680918,,,,,,,,,,,445181.38,524697.56,687557.0,192498.83,420358.84,47647.617,
229,104.10697338579742,1.2116944,,,,,,,,,,,449295.2,473602.12,159219.4,414270.12,485413.6,77080.914,
261,104.10699349438683,1.8833388,,,,,,,,,,,492832.84,555454.75,364443.06,469133.16,217691.47,126538.47,
1572,105.06979956715827,5.0791025,,,,191,,,,,,,1051587.6,352323.22,807273.6,907261.0,1931758.8,824594.56,
474,105.06992255968169,3.4508524,,,,69,,,,,,,576565.3,562311.5,558283.5,554116.75,516582.56,334054.03,
1054,109.10106285256022,4.7325573,,,,196,,,,,,,845755.1,748056.94,576539.94,577693.5,666948.94,328968.97,
414,109.10122985923842,3.1402228,,,,,,,,,,,550188.0,648579.4,497272.28,555626.56,667207.94,722184.4,
6691,109.52150807969271,10.448834,,,,,,,,,,,106894.59,201259.03,273480.34,403426.06,1475710.0,1398754.5,
18,110.00864114150238,0.31189886,,,,,,,,,,,0,0,0,0,106595.914,248236.72,
6685,110.0199551062913,10.437572,,,,,,,,,,,5487529.5,2865058.2,2833193.2,4998742.0,1647795.1,1599958.0,
6770,110.01995684970525,10.795292,,,,,,,,,,,1378212.2,959820.5,1015687.56,1275480.9,1.689453E7,1.9023556E7,
6701,111.02011536383752,10.486703,,,,23,,,,,,,1.8188182E7,1.9081046E7,1.9370734E7,1.9126024E7,2.441174E7,2.1248524E7,
6734,111.03897149299986,10.587838,,,,178,,,,,,,5680307.0,4963103.0,5278525.0,6345572.0,3191588.0,3418344.0,
6696,111.52172353745995,10.477036,,,,23,,,,,,,1030357.1,1546162.8,1591647.4,1529854.1,2027017.0,1775072.0,
6698,112.01776948248579,10.476056,,,,23,,,,,,,7073042.5,7483856.0,7646960.0,7435302.5,9436254.0,8316292.0,
102,113.03448939788085,0.4387248,,,,,,,,,,,60825.242,157526.69,102441.016,72731.78,53566.836,911465.8,
98,113.05961432837002,0.39626813,,,,213,,,,,,,617793.1,700746.1,708137.3,506794.88,632669.8,2193681.5,
290,113.05971187580023,2.221113,,,,182,,,,,,,1650948.8,2031160.0,1453377.5,1780983.4,1600132.0,2503632.0,
5466,113.1323542233489,8.295635,,,,143,,,,,,,332957.25,123113.53,248413.6,477782.53,535141.1,587219.4,
6823,113.96359724175028,11.0232115,,,,,,,,,,,739999.3,509610.0,494595.16,651241.4,8486171.0,9627222.0,
392,114.05499407034178,3.0596507,,,,,,,,,,,441345.38,378720.88,240619.61,341927.53,382031.9,372128.5,
305,114.0913632281297,2.3992891,,,,,,,,,,,1262276.6,1077517.9,1001946.5,1236144.5,1778580.5,1993567.9,
345,114.09139946865115,2.726037,,,,115,,,,,,,296879.78,268298.75,175845.52,246469.36,295334.97,295603.5,
53,115.03654353704957,0.36627114,,,,213,3,[M-2H2O+Na]+,,2,58;53,128.06911,2577169.0,2138151.2,2125272.0,2131712.8,1268747.2,1372461.6,
2359,116.05277588488093,5.5986195,,,,170,,,,,,,569795.3,411880.4,268634.53,471737.34,259243.31,466570.78,
293,116.05281575205515,2.264017,,,,,,,,,,,165253.1,98870.98,46260.414,145005.38,15646.527,14489.091,
545,116.05284772922892,3.6941597,,,,54,,,,,,,627254.6,943821.56,561911.75,787424.4,419356.53,1471848.9,
2955,116.07046334719415,6.262154,,,,72,,,,,,,652678.4,394708.66,461719.62,340197.12,629360.7,266667.4,
95,116.0705639261364,0.3917161,,,,213,11,[M+NH4]+,,2,95;107,98.03674,971658.3,1280041.1,1494586.5,931821.6,1078930.1,1555290.1,
111,117.05459197066368,0.39562544,,,,,,,,,,,272155.2,327477.53,111471.2,256047.34,199560.94,1617804.8,
60,118.08616114209185,0.3714492,,,,213,4,[M+H]+,,2,60;58,117.07884,1.29602376E8,1.6368962E8,1.5584165E8,1.6513597E8,1.4718998E8,1.8865418E8,
193,118.08620559323934,0.8771995,,,,224,,,,,,,2859301.0,1784620.8,3716791.8,4200124.0,5592357.5,6183214.5,
162,118.08620730915665,0.7457192,,,,,,,,,,,277453.62,336938.28,463297.03,973709.8,804686.0,838807.2,
206,118.08621009869815,0.97424984,,,,,,,,,,,465767.44,2865413.5,704344.3,526044.5,913287.25,686166.75,
234,118.08621415212184,1.2716914,,,,,,,,,,,136782.78,331047.03,131930.97,226565.11,598670.06,182275.06,
227,118.08622019686686,1.1997927,,,,,,,,,,,299232.06,459997.47,404541.6,1135085.9,584165.4,747006.9,
69,118.12234245653701,0.37591517,,,,213,,,,,,,1016974.75,1318597.5,1198426.2,1062059.0,935513.0,1174897.2,
6579,118.12250082487469,10.192001,,,,,,,,,,,2127580.0,2288782.0,1758481.4,1468948.4,2259381.8,1527149.1,
62,119.08945104405687,0.3692218,,,,,,,,,,,6491621.0,9035944.0,5162489.0,9183696.0,7340661.0,9454905.0,
594,120.04443831794987,3.9996583,,,,,,,,,,,91734.266,80947.836,68232.234,124776.38,194907.0,53740.32,
347,120.04447352791544,2.728553,,,,115,,,,,,,5090683.5,4328539.0,4248359.0,4159609.0,3839942.8,2459863.0,
240,120.08075104574407,1.3991736,,,,,,,,,,,788652.0,832037.25,2283113.8,597330.94,149406.19,40677.36,
5455,121.02831928831803,8.293218,,,,143,,,,,,,364107.2,132236.95,267462.47,520364.22,575077.7,640632.2,
3,122.01912620443848,0.038553655,,,,,,,,,,,242336.0,947090.56,81558.51,297892.94,252588.17,36586.72,
6715,122.54696610967687,10.562636,,,,178,,,,,,,3102783.2,3647725.0,3479159.0,3430722.2,2611562.8,2501638.8,
133,123.05518099195683,0.58762586,,,,,,,,,,,2714379.5,2875764.2,2620898.8,2514388.0,2176216.2,2769155.2,
131,124.03924326158318,0.5386932,,,,,,,,,,,149813.34,1193103.9,740147.2,1023544.44,187401.28,1197842.4,
991,125.05954085561757,4.6719136,,,,199,,,,,,,295135.38,295087.16,283603.3,316262.2,330066.97,689084.3,
1489,125.09601070470192,5.028933,,,,51,86,[M-H2O+H]+,,2,1494;1489,142.09923,115806.35,65422.867,75972.4,55829.484,136465.6,143934.08,
694,125.09609676790235,4.2394385,,,,223,,,,,,,1049080.4,736416.94,822552.6,713548.9,1092970.2,546181.8,
472,125.09613847827679,3.4490688,,,,69,,,,,,,291180.0,177306.0,231637.95,172326.6,205677.6,160574.69,
582,125.09614312851609,3.9588165,,,,,,,,,,,183926.16,137452.1,139410.83,131826.17,190751.58,136979.19,
6732,125.98610165315885,10.5820055,,,,178,,,,,,,1.8481184E7,1.8633936E7,2.0149776E7,1.9059398E7,1.2844741E7,1.2618687E7,
112,129.0545011236981,0.44320357,,,,213,,,,,,,1177546.4,1091276.4,1318949.9,409918.94,1627414.9,1510054.6,
136,130.04984851923572,0.6045663,,,,,,,,,,,1615035.0,1798827.8,1916443.5,598111.75,1547043.4,457844.75,
96,130.08614241770826,0.38794598,,,,213,,,,,,,201981.67,863038.94,879286.9,209238.77,202298.39,1241511.2,
152,130.0862482000158,0.658501,,,,,,,,,,,71292.11,110846.42,40827.266,19197.86,40047.754,292044.06,
320,130.15905707135727,2.53445,,,,,,,,,,,0,0,0,0,2984863.2,3744633.0,
341,130.15911449113676,2.6464703,,,,,,,,,,,3409734.5,3751335.8,2896831.0,2956908.0,580121.25,190852.89,
104,131.0701832928859,0.39547682,,,,,,,,,,,128449.11,281793.44,299834.06,145819.34,201598.61,1917520.5,
70,132.1018012909754,0.37591657,,,,213,,,,,,,1951063.6,2172792.2,2217085.2,2251360.0,2337329.0,2937153.8,
158,132.10188175578284,0.733638,,,,,,,,,,,5750432.5,6301070.0,7068959.0,4650389.5,4173838.8,3778701.2,
570,132.1019764109184,3.8492343,,,,,,,,,,,421194.3,299266.9,254700.11,244170.34,76557.01,93200.56,
2062,133.10105119161014,5.368961,,,,8,137,[M-2H2O+H]+,,2,2052;2062,168.11545,860227.44,1120070.0,1389219.4,971426.1,1141006.5,966499.8,
4032,133.101104067635,7.3286586,,,,148,,,,,,,263079.75,195613.45,274508.22,286279.4,320301.9,542168.3,
587,133.10122199222323,3.973362,,,,250,35,[M-2H2O+H]+,,2,587;588,168.11503,359654.5,335225.1,262230.2,311622.34,311152.12,284106.2,
106,135.06505629714147,0.39098796,,,,,,,,,,,126298.055,197683.39,384294.12,87593.73,188820.88,1526312.2,
302,135.10157262188895,2.3783188,,,,59,15,[M+H]+,,1,301,134.09431,501141.12,681281.2,503811.1,607675.2,679841.9,1016350.2,
2396,135.11671916204781,5.618567,,,,,,,,,,,393025.47,462396.6,305458.72,285630.94,376219.0,614894.75,
346,138.05504984515724,2.7267983,,,,115,,,,,,,1363724.8,1130845.6,1122251.8,1080526.8,953345.6,610954.8,
6700,139.98773693531928,10.480055,,,,23,,,,,,,6126835.0,6374150.0,6868541.5,6671539.5,8836672.0,8180492.0,
6674,140.0680436673143,10.32463,,,,,,,,,,,0,0,0,0,6819.852,157462.97,
39,140.06811581880706,0.35811114,,,,213,1,[M+Na]+,,2,38;39,117.07885,2.283523E7,2.508826E7,2.669473E7,2.4247618E7,1.7040588E7,1.9264638E7,
166,140.0681595314667,0.7699964,,,,,,,,,,,483646.88,1069848.8,544435.7,506336.34,391277.88,266349.75,
187,140.06817326543418,0.87001723,,,,,,,,,,,909266.0,664632.6,280261.7,516041.06,134529.77,153693.94,
243,140.06817439042052,1.453442,,,,,,,,,,,226589.73,298317.75,384722.44,182402.47,253154.17,55287.918,
216,140.06817991879197,1.0639936,,,,,,,,,,,974440.56,214004.86,272961.66,376498.06,197668.88,365184.2,
230,140.06818320018397,1.2299644,,,,,,,,,,,227901.52,839042.6,146784.7,894843.6,686147.56,154796.03,
237,140.06819087335927,1.3196894,,,,,,,,,,,115117.84,211318.47,239234.84,210768.16,113470.56,73249.48,
255,140.06820191116083,1.6422725,,,,,,,,,,,150564.45,281054.66,292424.7,301194.72,110219.06,242929.62,
311,141.0546322789394,2.4537137,,,,,,,,,,,2229375.8,2038452.1,1745522.5,1788941.6,1247972.0,795470.8,
6697,141.9832007415914,10.475009,,,,23,,,,,,,2314305.0,2413904.0,2599314.2,2526076.2,3378444.2,3116434.5,
529,142.04139455450238,3.666522,,,,226,,,,,,,167635.03,501676.2,461397.44,456218.0,193170.97,183232.42,
393,142.0863175391754,3.0571687,,,,124,,,,,,,676208.8,562535.3,595092.2,509180.75,597529.25,604984.9,
36,142.9479840609154,0.36689508,,,,,,,,,,,627531.9,504507.4,574326.4,161868.88,643197.7,410251.56,
6821,143.03952612507788,11.00671,,,,,,,,,,,0,0,0,0,5966836.0,4660285.5,
4296,143.07022980375294,7.523274,,,,,,,,,,,3322.9253,34007.285,7333.786,73820.54,34950.977,453921.16,
3578,143.07027042047628,6.936909,,,,,,,,,,,240336.11,248338.44,222172.89,261644.25,425819.56,524469.3,
93,144.1018282792796,0.38867894,,,,213,,,,,,,3.3099288E7,4.641276E7,3.805648E7,3.96154E7,4.624477E7,5.815258E7,
221,144.10187574380697,1.1430826,,,,,,,,,,,46549.906,134785.31,36456.65,59265.133,57313.992,120623.766,
194,144.10189460257274,0.8771995,,,,224,,,,,,,991067.2,428030.22,870528.75,703451.9,1097763.0,1457696.2,
202,144.10188464403714,0.9558638,,,,,,,,,,,111026.73,483569.94,92120.85,123753.42,260113.28,160604.36,
228,144.10189553253556,1.2043465,,,,,,,,,,,46549.906,174134.31,71632.55,396939.1,263770.16,44721.42,
159,144.101914890172,0.70267123,,,,,,,,,,,128497.89,199609.86,138343.1,220747.81,150315.83,78079.7,
285,144.1019192729586,2.1349869,,,,,,,,,,,22194.082,48353.78,48453.16,15103.947,49353.92,49199.188,
275,144.1019286567636,2.0750873,,,,,,,,,,,12717.105,113513.625,40446.973,15103.947,38145.83,49199.188,
6482,144.98201785298153,9.906619,,,,,,,,,,,5040992.0,874462.25,504053.78,590790.0,526907.4,2296876.5,
6553,144.98203051000442,10.082459,,,,,,,,,,,757780.94,460901.66,6423537.0,7408645.5,2393113.8,2893929.5,
5975,144.98203843359286,8.775857,,,,,,,,,,,172765.55,222977.0,206950.6,456089.1,543012.0,1044039.0,
6448,144.9820434488444,9.759404,,,,,,,,,,,909569.1,6072444.5,1183053.8,1581305.2,1408336.6,1.4977138E7,
6338,144.9820725937042,9.4376545,,,,,,,,,,,994729.94,1084964.8,843115.44,602596.75,1.447155E7,2145115.5,
6227,144.98209704683487,9.1638975,,,,,,,,,,,541708.9,577297.25,498477.34,570379.9,1261024.6,751252.3,
5772,144.9821473708767,8.590163,,,,,,,,,,,839111.9,1029024.0,891641.3,1682901.1,1555977.0,1668178.8,
6820,145.03513404823565,11.018958,,,,,,,,,,,171513.3,49624.12,125272.09,194884.11,8476729.0,6741027.5,
57,145.04695907943378,0.3707093,,,,213,,,,,,,2964377.2,2506009.5,2642388.8,2472836.8,1756880.0,1905855.2,
297,146.06005597205365,2.3414874,,,,,,,,,,,1386238.8,1723027.8,1341954.8,1482783.8,1623058.2,2204377.5,
440,146.06008014058048,3.2731764,,,,52,,,,,,,402176.12,386974.22,346227.88,342876.88,340148.25,392434.8,
148,146.0811002181662,0.65042156,,,,129,12,[M+H]+,,2,147;148,145.07379,5057714.5,5790025.0,5183167.5,3963932.5,6252062.0,8944878.0,
300,146.11754832504894,2.321468,,,,59,,,,,,,284898.25,227835.97,253554.33,157340.03,219805.88,124545.61,
277,146.11759791608839,2.0663817,,,,,,,,,,,268177.78,330650.62,269065.38,258922.44,345139.53,390600.94,
6445,146.98020657427256,9.751812,,,,,,,,,,,300737.62,554971.75,518887.03,241259.75,1244561.0,7351157.0,
6335,146.98023587693208,9.426784,,,,,,,,,,,362033.72,493913.66,334650.0,531420.94,6400583.5,1169860.4,
114,147.0650543728783,0.44804904,,,,213,,,,,,,1409909.2,1280911.0,1555155.5,479742.9,1870281.9,1691853.5,
454,147.08045079178635,3.3557909,,,,,,,,,,,466188.8,345680.16,267060.47,375875.8,434889.8,198937.72,
400,147.10156602025583,3.083473,,,,56,,,,,,,375010.94,850057.1,348774.78,825812.9,438015.8,837494.56,
435,147.1015907475396,3.2706292,,,,52,,,,,,,35862.52,249738.9,34978.266,243612.02,31048.45,168259.2,
1659,147.1167315634598,5.1396403,,,,117,,,,,,,1138657.8,900500.6,923454.3,832958.0,1114542.5,606746.8,
722,147.11679998906155,4.3356137,,,,66,,,,,,,439252.22,233498.03,331742.66,230374.11,309633.12,219944.88,
83,148.06025918086183,0.3819224,,,,213,,,,,,,1117208.9,1113707.0,1356694.5,252136.72,1152960.8,786764.56,
1044,148.0788713560663,4.726171,,,,196,,,,,,,696890.25,495930.2,454469.3,429348.25,282078.7,289538.2,
6007,149.02318686006257,8.8185005,,,,,,,,,,,0,0,0,60893.23,576568.25,50778.934,
1507,149.02323974050287,5.0415072,,,,191,,,,,,,1004893.7,843131.06,748647.4,988741.4,1262114.5,999771.25,
5461,149.0232795806513,8.29481,,,,143,,,,,,,1.4058529E7,1.2160341E7,1.0409737E7,1.9085462E7,2.1403638E7,2.3703956E7,
3147,149.02329806860106,6.535398,,,,151,,,,,,,2835984.8,2359080.8,2218752.0,2616165.5,4649386.5,4100743.0,
4639,149.04477435159,7.720575,,,,10,270,[M-H+2Na]+,,2,4639;4633,104.07335,94236.87,292785.34,119588.05,372246.3,37121.277,196013.11,
3898,149.0448234711627,7.2139497,,,,2,,,,,,,173423.34,541523.6,213925.97,861976.94,387034.84,1573456.1,
2452,149.05960492824312,5.7049174,,,,,,,,,,,80952.39,522638.6,601886.8,535066.3,679917.5,1433184.6,
554,149.0597740313513,3.7209346,,,,82,,,,,,,491162.47,526388.25,538148.8,567265.56,709944.56,873878.2,
108,149.08075114489841,0.39633372,,,,,,,,,,,208119.6,201307.84,171911.2,195064.36,92550.34,1643671.6,
533,150.05705520146492,3.6806564,,,,,,,,,,,352021.7,436584.22,355280.7,435836.7,215556.22,150161.69,
526,151.04666548443475,3.6624734,,,,,,,,,,,184344.7,400289.5,358839.44,375889.72,243783.22,223005.38,
3748,151.0753118747081,7.1056957,,,,,,,,,,,311663.34,214526.89,315420.38,283145.53,779780.8,416566.88,
144,152.07057049000255,0.61875474,,,,,,,,,,,632402.44,655079.2,683585.2,545409.8,561836.4,404806.0,
6781,154.99007675899637,10.830689,,,,,,,,,,,845135.6,715371.06,393923.7,769968.94,9217586.0,1.0722917E7,
473,155.05977698879312,3.4517412,,,,,,,,,,,397182.03,279278.25,374370.5,291792.44,115339.35,205837.4,
376,155.07032502713878,2.9799254,,,,,,,,,,,1817363.1,1543103.5,1378725.1,1316972.9,800162.06,620197.94,
5200,155.08540134278144,8.12527,,,,179,,,,,,,47009.52,65051.48,59882.336,456495.3,591906.06,637398.2,
38,156.041969870734,0.3558966,,,,213,1,[M+K]+,,2,38;39,117.07885,3716833.0,3574280.5,2999275.2,3462345.8,3464852.0,2278242.0,
130,156.0420139580772,0.56069165,,,,,,,,,,,140982.6,414017.22,150260.89,214840.06,94256.83,48294.246,
245,156.04206085197282,1.4964153,,,,,,,,,,,142864.89,247617.55,347395.8,91888.516,139290.73,37210.227,
254,156.0420803834756,1.6253814,,,,,,,,,,,146705.28,247617.55,72456.25,169599.73,40722.68,95434.97,
6702,156.9904747706263,10.492263,,,,23,,,,,,,2480826.0,2444710.0,2789026.0,2667663.8,2891077.2,2822420.8,
289,157.08354125957194,2.2146254,,,,182,,,,,,,1175331.1,1089472.5,934574.75,870005.56,1169926.2,974588.06,
301,157.08354432417335,2.3700187,,,,59,15,[M+Na]+,,2,301;302,134.09431,1781068.9,3144559.5,2375745.8,2504576.2,982500.3,923798.56,
1185,158.15377212414003,4.8095813,,,,188,,,,,,,2701614.0,2928283.0,2391872.5,2752297.8,2144536.5,2598971.0,
146,158.1538997435501,0.6443646,,,,,,,,,,,526455.6,423618.25,444150.75,376413.5,429086.84,341865.94,
520,158.15407511261702,3.6449854,,,,,,,,,,,267374.03,317136.56,217288.89,243084.06,0,0,
561,158.15407635218415,3.7205994,,,,,,,,,,,29076.314,43328.117,15318.291,71594.35,348383.94,339266.47,
6656,158.96392777093683,10.300362,,,,,,,,,,,0,0,0,0,15497.027,164281.23,
521,159.11691094654495,3.6503994,,,,118,,,,,,,151622.34,420848.94,145668.31,403252.47,358964.16,175806.83,
538,161.09616832495013,3.6840398,,,,54,,,,,,,1.5665598E7,1.6291437E7,1.2635011E7,1.730973E7,1.4730326E7,1.2557463E7,
536,161.5649571393102,3.6839685,,,,54,,,,,,,1008745.44,1218922.8,929305.5,1190850.6,597971.3,464539.12,
535,162.06662219274142,3.6831045,,,,,,,,,,,169322.03,210327.16,164330.4,215037.12,89276.41,66275.2,
693,162.06755878507465,4.2403316,,,,223,,,,,,,678429.9,546371.9,636694.06,514306.62,474539.2,165177.84,
537,162.09937533781954,3.6840007,,,,54,,,,,,,1800506.9,1896994.6,1450046.9,1998962.5,1707950.4,1434094.1,
44,162.11232831483537,0.3647739,,,,213,5,[M+H]+,,3,66;78;44,161.10505,1.1622966E7,1.2450918E7,1.2799193E7,1.0989437E7,1.1821339E7,1.0922338E7,
182,162.11240443246382,0.848032,,,,224,,,,,,,200345.1,136675.94,210077.55,149859.88,352708.88,158398.69,
832,163.0752539506734,4.541972,,,,236,,,,,,,424353.97,362072.53,511725.56,637469.94,949028.7,901160.1,
531,163.07527755926813,3.6743405,,,,226,,,,,,,3409858.8,3575648.5,3456669.2,4041869.2,3933452.2,4226938.5,
3030,163.07527749198414,6.3749366,,,,35,,,,,,,475516.03,720811.3,879650.75,911068.8,1712566.4,2691889.2,
496,163.13289987406833,3.5358808,,,,,,,,,,,165020.39,124824.17,122757.664,152160.44,310066.8,395944.34,
475,164.10709712974582,3.4508524,,,,69,,,,,,,1897722.1,1914666.8,1848241.0,1857517.8,1729379.8,1218127.2,
30,164.92984984015115,0.34901083,,,,,,,,,,,781812.75,582490.5,729905.3,528169.56,669852.4,271297.28,
116,165.07566253558366,0.44716015,,,,213,,,,,,,2466228.0,2370814.8,2847722.0,1404901.1,3377335.8,3041601.5,
6013,165.09086660723904,8.836889,,,,,,,,,,,62385.566,33083.688,0,88693.945,249899.48,440783.06,
456,165.09108648113624,3.358428,,,,,,,,,,,115128.016,134709.86,126071.61,91231.98,131725.03,215334.06,
1658,165.12734112692726,5.1388297,,,,117,,,,,,,1235903.1,929969.3,944600.56,889814.1,1269201.1,493736.72,
721,165.12741279095493,4.335419,,,,66,,,,,,,509498.97,275160.5,407441.56,272133.7,361593.62,297482.12,
124,166.08368153298036,0.4308106,,,,,,,,,,,495135.84,964072.8,1513188.1,1434234.5,567359.94,278008.56,
78,166.08369301121635,0.37818494,,,,213,5,[M-H2O+Na]+,,2,78;44,161.10505,4396607.5,5236509.5,4947633.5,4670936.0,2917109.2,3159929.5,
171,166.08375822429258,0.78364426,,,,,,,,,,,34991.754,77018.2,38637.76,61162.918,59145.383,34066.105,
200,166.08377261809437,0.9191339,,,,,,,,,,,122717.75,69089.94,38637.76,105444.64,18125.38,15553.783,
