row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,POS_TJGIp11_2_Run123.mzML Peak area,POS_TJGI2pt1_EV_gpdA_CTRL_3_Run194.mzML Peak area,POS_TJGIp11_3_Run149.mzML Peak area,POS_TJGI2pt1_EV_gpdA_CTRL_2_Run143.mzML Peak area,POS_TJGIp11_1_Run25.mzML Peak area,POS_TJGI2pt1_EV_gpdA_CTRL_1_Run13.mzML Peak area,
133,98.98414720128511,0.4542593,,,,,,,,,,,358888.9,478388.3,404012.4,462768.22,945039.44,604297.7,
111,99.04404121178919,0.4255241,,,,198,,,,,,,2598529.0,954612.5,1856227.1,664165.0,1327177.8,1935217.6,
238,99.04408166761506,1.0447778,,,,,,,,,,,2784190.8,1923112.9,1366947.9,1126086.2,1235251.9,1490168.0,
194,99.04408624987722,0.833131,,,,,,,,,,,329174.53,67327.12,986505.06,639737.06,860283.6,911429.1,
249,99.04408751207359,1.1136355,,,,,,,,,,,136221.52,119180.25,65697.76,76664.08,179196.75,253543.62,
7249,99.51214472429793,10.481067,,,,37,,,,,,,2170612.0,2216460.5,2505630.5,2468286.2,2964524.2,2500161.2,
7285,99.53105707084973,10.596364,,,,161,,,,,,,3058248.5,5048832.0,2726772.2,3275779.8,3293649.8,3241129.2,
271,100.07568989100055,1.4734515,,,,,,,,,,,891822.56,870536.3,330078.03,103874.13,857510.1,2078955.6,
288,100.07572577952851,1.928491,,,,,,,,,,,734685.0,576748.1,775321.44,480026.66,547131.75,608962.75,
7199,100.11196402802285,10.201307,,,,,,,,,,,263546.72,265359.12,206096.3,354635.1,409177.4,1536176.1,
7126,101.07087752614308,10.147307,,,,,,,,,,,1.7497364E7,4175937.2,1.7793402E7,5216768.5,6477463.0,8348984.0,
6857,101.07093137741857,9.398238,,,,,,,,,,,9845588.0,3933268.0,5214220.0,2822903.0,4162775.5,6726398.5,
6141,101.07094871954418,8.463792,,,,,,,,,,,9762906.0,1.4318638E7,1.598614E7,6367637.5,7872777.0,2495262.2,
6303,101.07095546521644,8.564662,,,,,,,,,,,5156805.0,7582719.5,7065375.5,1299393.1,1.4520314E7,1.1427087E7,
7274,102.03377246670202,10.575113,,,,161,,,,,,,6.3633636E7,7.262579E7,7.498523E7,6.9583464E7,5.0405748E7,4.5418084E7,
130,102.05490555965059,0.432556,,,,,,,,,,,816724.6,244631.11,1183935.1,137616.02,142588.2,86250.32,
144,102.05493952004745,0.49587187,,,,,,,,,,,598319.7,91533.99,150054.94,74339.04,395323.84,86250.32,
170,102.05496576973526,0.6436784,,,,,,,,,,,149757.52,43102.117,279148.12,59592.344,116733.055,24243.156,
172,102.09134840896938,0.70128846,,,,,,,,,,,504129.94,61879.58,88089.3,68413.78,168840.66,122131.59,
10,102.09135714300139,0.28885388,,,,,,,,,,,45653.3,61766.996,28190.434,33206.516,49141.527,24762.662,
310,102.0913769168237,2.1349604,,,,,,,,,,,1078152.5,950261.06,745377.0,638013.6,619702.1,410428.34,
345,102.09137785402721,2.4879973,,,,,,,,,,,3406583.2,5278792.5,1381509.4,4972333.5,2202293.8,8724145.0,
7269,102.5353508451837,10.570882,,,,161,,,,,,,5516585.0,6308962.0,6530619.5,5874560.0,4398992.5,3903091.5,
440,103.07535771697648,3.0833817,,,,94,,,,,,,639441.25,2013739.2,582633.8,1977390.1,521740.38,1985031.4,
476,103.07537023776439,3.271232,,,,2,,,,,,,59549.594,348278.88,42704.312,341012.1,26628.592,243595.92,
7272,104.03012221963633,10.5716505,,,,161,,,,,,,1816402.5,1864478.5,1873016.2,1795491.4,576533.7,182343.34,
37,104.10692798021306,0.36240408,,,,198,,,,,,,3.502157E7,1.5009112E7,3.8312464E7,1.2645378E7,2.9852298E7,2.012232E7,
231,104.1069563535624,1.0206362,,,,,,,,,,,581675.75,1383505.8,209055.48,324723.53,118236.29,94554.82,
279,104.10701394067287,1.6375114,,,,,,,,,,,507913.8,666449.5,277453.0,160550.36,369042.2,174423.78,
1839,105.06980191665832,5.0798364,,,,157,,,,,,,474739.62,352323.22,945454.5,907261.0,1192520.8,824594.56,
524,105.06992784693006,3.452276,,,,58,,,,,,,252358.66,562311.5,219466.7,554116.75,182592.58,334054.03,
1237,109.10109315724436,4.739139,,,,16,,,,,,,605211.1,748056.94,702510.44,577693.5,792197.9,328968.97,
451,109.10123259367298,3.138151,,,,,,,,,,,432627.97,648579.4,420393.78,555626.56,565521.4,722184.4,
7243,109.52151146315306,10.460584,,,,,,,,,,,227889.17,201259.03,368110.25,403426.06,1333252.9,1398754.5,
11,110.00862326863415,0.31035787,,,,,,,,,,,0,0,0,0,65523.402,248236.72,
7292,110.01992636916923,10.687861,,,,,,,,,,,1019809.25,772832.56,1213017.2,1115296.5,1.601211E7,5968969.0,
7237,110.01994654778962,10.455403,,,,,,,,,,,1255683.4,2865058.2,5113796.0,4998742.0,1738069.1,1820984.9,
7316,110.01995645499755,10.778607,,,,,,,,,,,5721928.5,900627.25,1300342.9,1284805.2,5079095.5,1.9023556E7,
7250,111.020111284432,10.482322,,,,37,,,,,,,1.9254586E7,1.9081046E7,2.0011252E7,1.9126024E7,2.384325E7,2.1248524E7,
7284,111.03896880574761,10.588639,,,,161,,,,,,,5367558.0,4963103.0,7223713.0,6345572.0,4145899.8,3418344.0,
129,111.04404548308503,0.45845234,,,,,,,,,,,1903002.4,349505.0,1450202.9,216734.84,756907.75,430200.4,
7247,111.52171832667652,10.473588,,,,37,,,,,,,1515020.6,1546162.8,1654681.0,1529854.1,1977682.6,1775072.0,
7248,112.01776433257378,10.475198,,,,36,,,,,,,7471598.0,7483856.0,7806375.0,7435302.5,9249458.0,8316292.0,
106,113.03451297505781,0.44823506,,,,,,,,,,,69831.69,157526.69,171766.88,72731.78,144792.0,911465.8,
101,113.05963520124202,0.39761007,,,,198,,,,,,,1102685.2,700746.1,745137.75,506794.88,195443.95,2193681.5,
252,113.0596846373077,1.2438165,,,,,,,,,,,418732.4,3402.3274,211594.62,0,32955.6,9795.033,
234,113.05968833411718,1.0358026,,,,,,,,,,,40434.008,0,223534.48,0,76550.414,13263.919,
320,113.05969892816081,2.2399423,,,,,,,,,,,824959.9,2031160.0,168756.8,1780983.4,492606.4,2503632.0,
330,113.05970042715296,2.3148365,,,,,,,,,,,1930228.0,563605.2,1549017.2,271264.12,383542.06,93373.53,
5962,113.13233353114076,8.296669,,,,143,,,,,,,261293.44,123113.53,421440.12,477782.53,548383.0,587219.4,
7374,113.963586746994,11.008798,,,,,,,,,,,775019.7,336759.78,677210.0,628442.0,7961048.0,9627222.0,
428,114.05499407250078,3.059326,,,,,,,,,,,265308.53,378720.88,233966.95,341927.53,245532.69,372128.5,
337,114.09136062915509,2.399077,,,,,,,,,,,1460003.0,1077517.9,1297411.6,1236144.5,2050550.4,1993567.9,
376,114.09141007973004,2.7238321,,,,88,,,,,,,353281.94,268298.75,212550.62,246469.36,288425.7,295603.5,
67,115.03656033772641,0.37580326,,,,198,,,,,,,5524012.0,2138151.2,2569037.8,2131712.8,1854272.5,1372461.6,
2581,116.05277110262934,5.600012,,,,145,,,,,,,95375.33,411880.4,7295.498,471737.34,39332.89,466570.78,
322,116.05282025476055,2.2620945,,,,,,,,,,,29567.2,98870.98,0,145005.38,0,14489.091,
607,116.05283564729795,3.696273,,,,,,,,,,,89289.01,943821.56,21944.46,787424.4,70441.21,1471848.9,
3238,116.07048402534099,6.2618203,,,,180,,,,,,,630706.2,394708.66,578343.56,340197.12,417920.8,266667.4,
183,116.07054962636168,0.74491143,,,,,,,,,,,1566573.6,34143.855,890717.6,77251.875,512870.12,256309.19,
105,116.07059179424381,0.40902796,,,,198,,,,,,,2557100.8,1280041.1,1692295.9,931821.6,1628515.6,1555290.1,
114,117.05461767499719,0.40859294,,,,198,,,,,,,1761377.0,327477.53,1132078.8,256047.34,181971.7,1617804.8,
470,118.06514103816262,3.2469547,,,,,,,,,,,486609.3,386135.6,460919.94,377962.47,443602.66,314924.12,
61,118.08618526994132,0.3735137,,,,198,,,,,,,1.27672264E8,1.6368962E8,1.0911193E8,1.6513597E8,1.196289E8,1.8865418E8,
174,118.0862187136302,0.7320455,,,,,,,,,,,724529.3,336938.28,432445.44,973709.8,464573.5,625057.3,
262,118.08622178355502,1.2675261,,,,,,,,,,,257726.69,331047.03,162198.23,83319.92,134565.17,137692.02,
226,118.08622206560965,0.9539349,,,,,,,,,,,555777.1,2865413.5,866921.1,526044.5,252816.12,686166.75,
203,118.0862258308095,0.87578624,,,,128,,,,,,,3702985.8,1784620.8,4329498.0,4200124.0,5306073.5,6183214.5,
254,118.08623042439773,1.2292066,,,,,,,,,,,747726.56,459997.47,254307.81,1135085.9,134565.17,747006.9,
72,118.12237487154009,0.37723485,,,,198,,,,,,,705595.2,1318597.5,686892.6,1062059.0,746477.75,1174897.2,
7136,118.12249431779627,10.178025,,,,,,,,,,,1340362.4,2288782.0,1252476.5,1468948.4,1544826.4,1527149.1,
64,119.08948385076415,0.37352204,,,,198,,,,,,,6516861.5,9035944.0,1714406.4,9183696.0,6620228.5,9594591.0,
714,120.04435638445442,4.1094966,,,,,,,,,,,293584.22,146104.55,292485.8,147732.69,290045.0,129969.57,
688,120.04442918764546,4.002608,,,,,,,,,,,157899.5,80947.836,171332.66,124776.38,115935.45,53740.32,
378,120.04448972202351,2.7245934,,,,88,,,,,,,3138791.8,4328539.0,2880211.8,4159609.0,1920692.9,2459863.0,
267,120.08076487354936,1.3903929,,,,,,,,,,,2669698.2,838591.44,2181728.8,650202.3,530757.1,40677.36,
448,120.08079101514205,3.1214116,,,,,,,,,,,150428.84,73173.11,123285.42,72584.086,88447.92,54362.527,
407,120.08082767643958,2.9740133,,,,,,,,,,,402139.72,158335.75,295378.56,132579.64,242445.14,131713.84,
5957,121.02829811250375,8.295016,,,,143,,,,,,,291211.62,132236.95,446488.4,520364.22,565201.6,640632.2,
4,122.01916861229154,0.0571951,,,,,,,,,,,627779.8,947090.56,247359.42,297892.94,161384.69,36586.72,
7268,122.54696106666854,10.5683565,,,,161,,,,,,,3339873.2,3647725.0,3686526.2,3430722.2,2749650.5,2501638.8,
150,123.05521006449807,0.5875594,,,,,,,,,,,3892563.0,2875764.2,3936859.2,2514388.0,2356193.0,2769155.2,
28,123.94068550752785,0.35054126,,,,,,,,,,,157717.05,142895.11,1263190.8,100741.234,1141233.1,134542.78,
146,124.03926460399474,0.54269,,,,,,,,,,,1143866.0,1193103.9,1236469.1,1023544.44,857094.25,1197842.4,
1158,125.05958163666975,4.6749735,,,,135,,,,,,,159576.25,295087.16,138359.03,316262.2,153798.03,689084.3,
811,125.09609412257994,4.241957,,,,268,,,,,,,1204173.0,736416.94,1021411.75,713548.9,1179469.8,546181.8,
673,125.09613518049463,3.95885,,,,,,,,,,,228172.69,137452.1,161641.64,131826.17,194714.33,136979.19,
523,125.09614431313459,3.452226,,,,58,,,,,,,221072.56,177306.0,286064.72,172326.6,265338.3,160574.69,
7283,125.98609480189494,10.584441,,,,161,,,,,,,1.8260174E7,1.8633936E7,2.014883E7,1.9059398E7,1.2999781E7,1.2618687E7,
122,129.05453741104208,0.4586055,,,,198,,,,,,,4166227.8,1091276.4,3126147.8,409918.94,2089578.0,1510054.6,
153,130.0498783372637,0.6045773,,,,,,,,,,,2417302.0,1798827.8,2115074.0,598111.75,2187637.8,457844.75,
95,130.0861806563896,0.39389133,,,,198,,,,,,,990522.44,863038.94,222609.22,209238.77,467614.84,1241511.2,
169,130.0862663565604,0.64606875,,,,,,,,,,,205571.8,110846.42,38102.457,19197.86,45653.957,292044.06,
353,130.15905099603822,2.5781033,,,,,,,,,,,0,0,891421.8,0,3286774.5,3744633.0,
371,130.15909354561907,2.631506,,,,,,,,,,,2606843.2,3751335.8,2278545.5,2956908.0,2259046.5,399698.78,
102,131.07021961993567,0.39608195,,,,,,,,,,,1000215.94,281793.44,401472.25,145819.34,226259.92,1917520.5,
261,131.0702796510775,1.2436777,,,,,,,,,,,513707.34,0,132755.11,0,156135.58,7129.739,
69,132.10182862248007,0.37649146,,,,198,,,,,,,2323720.2,2172792.2,2558801.0,2251360.0,2704086.0,2937153.8,
175,132.10190339532593,0.7369935,,,,,,,,,,,9452802.0,6301070.0,7169750.5,4650389.5,4840869.5,3778701.2,
4418,133.10107667255537,7.330505,,,,0,,,,,,,269778.94,195613.45,356221.47,286279.4,321399.25,542168.3,
678,133.1012141500926,3.9717066,,,,,,,,,,,138407.98,335225.1,143128.86,311622.34,206960.34,284106.2,
108,135.06508504178146,0.3999052,,,,,,,,,,,1489631.4,197683.39,286371.3,87593.73,168070.53,1526312.2,
2613,135.11671750277145,5.6208305,,,,,,,,,,,154653.81,462396.6,187531.75,285630.94,288856.0,614894.75,
377,138.05507135140326,2.7245934,,,,88,,,,,,,815132.9,1130845.6,716089.8,1080526.8,451586.72,610954.8,
7246,139.98772995862768,10.473202,,,,36,,,,,,,6382096.5,6374150.0,6971386.5,6671539.5,8595634.0,8180492.0,
7230,140.0681002190177,10.332404,,,,,,,,,,,0,0,0,0,0,157462.97,
34,140.06814047227897,0.35944748,,,,198,,,,,,,2.8420454E7,2.508826E7,1.6175883E7,2.4247618E7,1.4136242E7,1.9264638E7,
270,140.0681734015843,1.5152446,,,,,,,,,,,103295.37,298317.75,95246.97,182402.47,113370.8,72424.31,
193,140.0681780451589,0.80116075,,,,,,,,,,,364481.34,1069848.8,317332.9,506336.34,190164.8,266349.75,
237,140.06818564628347,1.0417701,,,,,,,,,,,250464.84,214004.86,137343.94,376498.06,92511.29,365184.2,
253,140.06818652851572,1.2148682,,,,,,,,,,,178528.22,839042.6,251909.0,335270.44,96699.08,154796.03,
258,140.06820984951574,1.2622844,,,,,,,,,,,563178.1,342544.25,351120.2,894843.6,71200.195,154796.03,
265,140.068211188856,1.3333712,,,,,,,,,,,480116.28,211318.47,86501.164,210768.16,71200.195,73249.48,
277,140.06821261131984,1.6236557,,,,,,,,,,,238719.31,290769.16,131907.66,301194.72,113370.8,242929.62,
343,141.05463158023758,2.453614,,,,,,,,,,,282334.94,2038452.1,409863.53,1788941.6,287011.56,795470.8,
7244,141.9831927930113,10.470936,,,,36,,,,,,,2390234.0,2413904.0,2627243.8,2526076.2,3287721.5,3116434.5,
586,142.04138362780915,3.6676397,,,,,,,,,,,115764.26,501676.2,90777.38,456218.0,51965.836,183232.42,
429,142.0863196420997,3.0576537,,,,146,,,,,,,439019.66,562535.3,369553.72,509180.75,384962.44,604984.9,
31,142.9480234534126,0.36740157,,,,,,,,,,,700500.4,504507.4,210952.23,161868.88,637354.8,412172.06,
7382,143.03946943693143,11.003885,,,,,,,,,,,0,0,0,0,4501036.0,4660285.5,
4685,143.07023124170038,7.5229735,,,,,,,,,,,0,34007.285,0,73820.54,0,453921.16,
3901,143.07026198809174,6.937983,,,,,,,,,,,157462.73,248338.44,171559.22,261644.25,252885.89,524469.3,
96,144.10186276047074,0.3885417,,,,198,,,,,,,4.3076936E7,4.641276E7,3.5308776E7,3.96154E7,5.1838132E7,5.815258E7,
202,144.10191440589844,0.8655536,,,,128,,,,,,,999581.25,428030.22,61954.082,703451.9,1283238.5,1457696.2,
222,144.1019128950379,0.92029005,,,,,,,,,,,222999.97,483569.94,36264.54,123753.42,78778.98,160604.36,
251,144.10191483403813,1.2259883,,,,,,,,,,,110426.88,174134.31,27399.916,396939.1,148496.23,44721.42,
241,144.10192020860487,1.080895,,,,,,,,,,,135763.66,134785.31,95394.56,45839.85,191564.62,160604.36,
176,144.10192371184692,0.7008898,,,,,,,,,,,292383.94,199609.86,107203.47,220747.81,293322.2,78079.7,
299,144.10193379272627,2.0058556,,,,,,,,,,,29171.305,113513.625,18834.184,20743.158,136624.7,54683.816,
287,144.10194770930718,1.9061714,,,,,,,,,,,42757.098,44869.42,26127.96,16276.584,16301.792,59471.223,
6505,144.9820205619952,8.77147,,,,,,,,,,,241121.11,222977.0,280169.7,456089.1,647868.75,1044039.0,
7039,144.9820213112259,9.915099,,,,,,,,,,,3430364.5,874462.25,1472477.1,590790.0,7892458.0,2296876.5,
7100,144.98202384583632,10.043307,,,,,,,,,,,1186509.1,640720.4,1442213.6,7408645.5,2474774.5,2171889.8,
7008,144.98203315243862,9.776779,,,,,,,,,,,1164165.6,6072444.5,4219152.0,1576873.2,1282936.4,1.4977138E7,
6854,144.98209574786333,9.416215,,,,,,,,,,,1065081.5,1132811.4,1613058.0,602596.75,3675351.8,3109496.2,
6754,144.9821089156517,9.1707325,,,,,,,,,,,350539.16,592011.9,394409.72,570379.9,902501.5,751252.3,
6302,144.9821318439837,8.596253,,,,,,,,,,,686107.6,1029024.0,757314.1,1682901.1,1047134.2,1701220.1,
7380,145.03511875616107,11.010535,,,,,,,,,,,122992.94,44947.906,96875.93,185832.66,7924221.0,6741027.5,
51,145.04698785845883,0.3683342,,,,198,,,,,,,6615373.5,2506009.5,2881088.5,2472836.8,2410782.0,1905855.2,
325,146.06006615557544,2.3441558,,,,,,,,,,,2809174.8,1723027.8,2611357.0,1482783.8,2278349.2,2204377.5,
483,146.06009276420124,3.2754443,,,,2,,,,,,,613238.75,386974.22,489932.0,342876.88,400600.0,392434.8,
166,146.0811315059516,0.6533055,,,,70,,,,,,,4113834.2,5790025.0,2930726.2,3963932.5,3636978.2,8944878.0,
328,146.1175478698145,2.3235521,,,,,,,,,,,444634.53,227835.97,328257.72,157340.03,249439.27,124545.61,
304,146.11758604209385,2.0674431,,,,,,,,,,,427665.16,330650.62,256474.39,258922.44,240492.78,390600.94,
7041,146.98017743977258,9.896167,,,,,,,,,,,126114.06,388714.16,635510.2,476923.28,3546782.0,936646.1,
7003,146.9802125336321,9.784679,,,,,,,,,,,471040.78,554971.75,284296.7,241259.75,1089325.5,7351157.0,
6859,146.98025590291977,9.433353,,,,,,,,,,,269341.5,480336.1,283369.34,272527.2,1628629.9,923942.25,
6353,146.9803129035186,8.593477,,,,,,,,,,,198496.89,200456.5,236552.7,405979.97,546944.1,586671.9,
326,147.0633070944012,2.344168,,,,,,,,,,,210588.47,133636.81,222659.16,118178.5,197870.27,160815.56,
123,147.0650905566484,0.4586128,,,,198,,,,,,,4264354.0,1280911.0,3457323.2,496391.8,2250384.8,1691853.5,
499,147.0804825347044,3.3564155,,,,,,,,,,,101533.06,345680.16,238100.45,375875.8,208997.23,198937.72,
438,147.1015712353716,3.0845864,,,,94,,,,,,,255643.75,850057.1,228522.25,825812.9,203809.69,837494.56,
477,147.10159969103557,3.2711496,,,,2,,,,,,,41521.684,249738.9,29528.252,243612.02,10516.767,168259.2,
1844,147.11673287509117,5.140001,,,,157,,,,,,,1686226.2,900500.6,1350482.5,832958.0,1403551.9,606746.8,
858,147.11681335646588,4.3387976,,,,95,,,,,,,416570.53,233498.03,520129.78,230374.11,492403.6,219944.88,
89,148.06028905295742,0.38248375,,,,198,,,,,,,1189252.5,1113707.0,695078.6,252136.72,920431.6,786764.56,
1218,148.0789162839615,4.7253656,,,,,,,,,,,59435.906,495930.2,57858.492,429348.25,61417.805,289538.2,
65,148.09671248789735,0.37953272,,,,198,,,,,,,3193777.0,12933.503,1860693.0,3086.2231,1262907.2,158323.22,
1691,149.0232469840478,5.0436263,,,,157,,,,,,,649019.56,843131.06,649757.2,988741.4,759396.2,999771.25,
5958,149.02325004651541,8.2949705,,,,143,,,,,,,1.1061662E7,1.2160341E7,1.6958896E7,1.9085462E7,2.1474932E7,2.3703956E7,
1056,149.02327521299185,4.584904,,,,,,,,,,,342232.2,227017.42,286534.56,230548.52,168301.0,198470.08,
3457,149.02329888865856,6.5363884,,,,233,,,,,,,1907849.0,2359080.8,1865570.8,2616165.5,2510297.8,4100743.0,
4276,149.04478222055326,7.2128515,,,,8,,,,,,,3106.9243,541523.6,0,861976.94,24783.027,1573456.1,
2678,149.05959162613607,5.707049,,,,,,,,,,,358500.47,522638.6,167438.7,535066.3,507400.47,1433184.6,
617,149.05976518678705,3.723137,,,,259,,,,,,,615018.5,519634.47,549381.7,567265.56,729880.0,873878.2,
112,149.0807790477504,0.39843786,,,,,,,,,,,237444.61,201307.84,187774.48,195064.36,138322.55,1643671.6,
592,150.05705735826123,3.6828067,,,,,,,,,,,112174.37,436584.22,172147.36,435836.7,74112.96,150161.69,
4098,151.0753022265662,7.1061187,,,,15,,,,,,,472364.28,214526.89,593622.06,283145.53,1004511.94,416566.88,
158,152.0705958763391,0.6207519,,,,138,,,,,,,938987.1,655079.2,1016818.7,549810.06,816032.44,421223.44,
808,153.0910030738653,4.2427673,,,,,,,,,,,383637.12,152918.58,265031.72,173416.53,304621.72,143132.2,
7287,154.00475756448273,10.57892,,,,,,,,,,,503090.88,744242.4,1116128.6,502050.03,287770.88,411150.62,
7312,154.99005929414454,10.774315,,,,,,,,,,,853117.1,523831.4,770899.94,717310.7,8767247.0,1.0722917E7,
526,155.05978410240698,3.4531307,,,,,,,,,,,303806.2,279278.25,353592.12,291792.44,261361.98,205837.4,
411,155.07031826324499,2.9803238,,,,,,,,,,,208875.95,1543103.5,250555.95,1316972.9,209305.48,620197.94,
30,156.04199950981584,0.35648847,,,,198,,,,,,,3960366.5,3574280.5,4357753.0,3462345.8,3979560.0,2278242.0,
142,156.0420643828783,0.548467,,,,,,,,,,,216955.5,414017.22,59814.516,214840.06,103931.95,48294.246,
7252,156.9904667343641,10.487966,,,,37,,,,,,,2487034.5,2444710.0,2537643.8,2667663.8,2858023.5,2822420.8,
331,157.08349282401,2.3702126,,,,,,,,,,,87385.805,3144559.5,202929.6,2504576.2,124910.78,923798.56,
318,157.08351864906948,2.2110274,,,,168,,,,,,,434890.22,1089472.5,627676.2,870005.56,513504.47,974588.06,
140,157.612990802766,0.5189967,,,,,,,,,,,1292892.5,3565.5405,466445.7,0,204379.56,0,
147,157.62552710374538,0.5392129,,,,,,,,,,,2415426.0,70350.27,1673455.8,20792.387,405349.9,21404.383,
161,158.1175462358433,0.6292626,,,,,,,,,,,339781.62,141194.14,280447.94,44278.68,163334.34,137307.77,
1357,158.15381616113507,4.8081865,,,,67,,,,,,,1355159.2,2928283.0,1202339.6,2752297.8,1787366.9,2598971.0,
164,158.15392870582556,0.64627326,,,,,,,,,,,423967.12,423618.25,485822.22,376413.5,487469.78,341865.94,
581,158.15402357057397,3.6707566,,,,,,,,,,,272476.94,317136.56,160236.06,243084.06,173568.86,0,
624,158.15405322910547,3.7107573,,,,,,,,,,,71370.45,43328.117,87645.91,83910.08,360402.25,339266.47,
7222,158.96395608510224,10.299404,,,,,,,,,,,0,0,0,0,0,164281.23,
578,159.1168879830303,3.6476362,,,,,,,,,,,62874.234,420848.94,145768.31,403252.47,118788.695,175806.83,
595,161.0961500737359,3.6852658,,,,214,,,,,,,7451877.0,1.6291437E7,7952138.5,1.730973E7,6266299.5,1.2557463E7,
594,161.56495054873184,3.6844082,,,,214,,,,,,,416616.75,1218922.8,439216.25,1190850.6,260600.08,464539.12,
596,162.06661526117549,3.6852548,,,,,,,,,,,58720.508,210327.16,64670.395,215037.12,29008.604,66275.2,
812,162.06755436621188,4.2436223,,,,268,,,,,,,684151.44,546371.9,614453.56,514306.62,469142.3,165177.84,
597,162.09937834499007,3.6861115,,,,214,,,,,,,853696.6,1896994.6,891384.94,1998962.5,730554.3,1434094.1,
50,162.1123610666233,0.3683273,,,,198,,,,,,,9425387.0,1.2450918E7,7493585.0,1.0989437E7,8042945.5,1.0922338E7,
590,163.07528918810502,3.6754792,,,,214,,,,,,,1724897.2,3575648.5,1540124.9,4041869.2,1393726.0,4226938.5,
980,163.07528993516038,4.543732,,,,114,,,,,,,572180.7,362072.53,497281.7,637469.94,725733.4,901160.1,
3320,163.07529132026937,6.371859,,,,184,,,,,,,696536.4,720811.3,392870.0,911068.8,1348507.0,2691889.2,
553,163.1329034605449,3.5369165,,,,,,,,,,,96612.64,124824.17,112945.7,152160.44,271820.4,395944.34,
471,164.07064879366501,3.2435226,,,,,,,,,,,459141.28,229691.3,410760.2,216844.48,272848.25,119927.32,
125,164.09159658720392,0.42139235,,,,,,,,,,,3351955.8,3847.4824,2328712.2,0,144302.9,132389.48,
525,164.10710032461836,3.452276,,,,58,,,,,,,815388.75,1914666.8,683623.44,1857517.8,625307.94,1218127.2,
