row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,NEG_D5-211-C1-b_Run95.mzML Peak area,NEG_D5-211-C1-a_Run92.mzML Peak area,NEG_D5-Ctrl-c-P-EAMeOH_Run35.mzML Peak area,NEG_D5-Ctrl-a-P-EAMeOH_Run29.mzML Peak area,NEG_D5-211-C1-c_Run98.mzML Peak area,NEG_D5-Ctrl-b-P-EAMeOH_Run32.mzML Peak area,
482,248.96038972388988,9.614587,,,,,,,,,,,882114.94,1023440.06,1178751.9,1060127.0,2927413.8,1176404.4,
511,248.96039220882923,10.215275,,,,0,,,,,,,1443672.0,807876.5,2278506.0,2323958.5,1351408.5,2291729.0,
489,248.9604120498028,9.931964,,,,,,,,,,,2803187.0,4489353.5,1118456.8,1082891.9,964220.5,1194062.5,
198,253.21718302027,7.373451,,,,19,,,,,,,170231.05,300569.03,1498809.5,976446.44,378480.88,1171405.6,
227,255.23281980259233,7.7690225,,,,,,,,,,,153198.23,235784.98,442908.28,282712.72,254486.1,370546.75,
21,258.0381724084569,0.3592777,,,,27,,,,,,,10904.275,58166.75,1284059.1,1231079.8,50727.117,1386481.0,
17,259.0222138366356,0.35146844,,,,,,,,,,,314692.9,333217.75,522522.03,559851.44,521154.6,811028.56,
383,265.14772227512833,8.753651,,,,12,,,,,,,728480.75,678738.9,870252.25,852108.1,689079.56,839030.6,
132,265.1478501933422,6.0832024,,,,,,,,,,,1406889.5,1071204.6,1456497.9,1104937.0,839902.6,1241907.1,
131,271.22783398669446,6.00103,,,,,,,,,,,39633.43,39121.234,42365.805,28029.068,95500.016,30301.129,
173,271.2278339821416,7.152083,,,,,,,,,,,2244911.2,1880347.5,975112.25,1431407.9,2161689.8,1610510.8,
166,271.22783731975295,6.9430165,,,,,,,,,,,218268.78,186669.78,35324.2,89789.65,183046.05,89301.0,
147,271.22784431117265,6.5150375,,,,,,,,,,,12227.43,17551.77,66051.22,38811.418,48929.15,37512.03,
137,271.2278833979704,6.201668,,,,,,,,,,,155739.84,163704.05,189121.61,131797.38,283888.38,126720.76,
2,272.9589480167404,0.31460413,,,,1,,,,,,,251265.11,212392.27,483780.84,500711.22,231210.31,443744.25,
130,277.18416230269366,5.9244156,,,,,,,,,,,76955.79,345312.28,196851.0,145080.17,683355.6,1045204.75,
134,277.1841857005646,6.1273003,,,,,,,,,,,0,50634.156,55775.875,46292.902,340976.25,513862.94,
140,277.1841865833016,6.273299,,,,,,,,,,,0,93701.45,86923.15,63073.477,306605.56,484446.06,
265,281.24845594977074,7.8743896,,,,2,,,,,,,2733296.5,3980981.8,8117734.5,6488629.0,4453913.0,8489138.0,
542,281.2484796835114,10.4912,,,,,,,,,,,5153.485,15482.622,13948.207,7378.9307,41146.48,14890.805,
42,287.0519496710294,0.37921837,,,,27,,,,,,,284473.9,167616.12,3416781.8,2437390.8,395374.2,2714067.5,
83,288.120124414216,0.6775139,,,,,,,,,,,371200.38,401076.62,736175.44,435700.03,488970.22,464899.25,
3,289.94905835744765,0.31551066,,,,,,,,,,,168167.12,133121.53,299743.75,298895.1,145018.77,269514.25,
150,291.19996460225394,6.5195875,,,,,,,,,,,0,47402.973,33608.402,3345.4172,447891.75,357237.1,
164,291.19998335224193,6.8504043,,,,,,,,,,,0,22377.734,46061.45,6930.496,186212.92,378309.38,
155,291.19998968143767,6.645784,,,,,,,,,,,0,31557.83,35170.7,0,206083.23,383065.0,
144,291.1999942288435,6.381422,,,,,,,,,,,66543.836,301671.9,154414.14,90224.68,756895.6,989414.9,
174,293.17904069379466,7.180557,,,,,,,,,,,808293.7,600241.1,0,0,408433.72,0,
177,293.1791709081687,7.2675147,,,,,,,,,,,3462.9658,26073.3,1074625.2,735747.4,292776.2,943518.5,
117,295.9539122376987,4.6834044,,,,23,,,,,,,432674.1,421123.38,410886.97,405551.97,456068.0,425607.03,
103,297.0855887912688,2.609152,,,,16,,,,,,,878506.3,648792.56,1131284.8,900791.6,753092.0,844271.56,
106,297.0856208563475,2.7322633,,,,15,,,,,,,450848.66,336525.2,596428.06,446782.88,375772.38,432685.75,
119,297.9518301155756,4.6852384,,,,23,,,,,,,414136.75,414783.88,395731.28,387331.97,445858.12,409474.0,
201,299.2224958484224,7.37168,,,,,,,,,,,26168.203,79558.1,431549.38,285794.7,123329.43,305866.94,
213,299.25900229782155,7.5239053,,,,,,,,,,,357796.0,304820.5,145161.4,237085.34,320232.3,251109.58,
216,299.2590101340624,7.7080307,,,,,,,,,,,1205974.1,1422508.5,1191283.5,1128106.8,1583762.2,1262897.5,
152,299.2590430910193,6.6124763,,,,,,,,,,,85482.48,118016.73,42225.164,98935.83,219981.55,104150.34,
161,299.2590468773655,6.8286843,,,,26,,,,,,,415812.1,417891.38,381722.44,391360.9,559157.56,444463.7,
30,302.10084666841607,0.3662248,,,,27,,,,,,,306161.47,358738.94,1764950.4,1853275.6,192529.44,2063603.6,
44,306.0764001498197,0.38439706,,,,27,,,,,,,3099331.2,3390890.0,1682746.4,1956519.1,3796474.5,2496469.0,
72,306.076459136585,0.5602786,,,,20,,,,,,,2565819.5,2832425.5,4777008.5,4900930.0,3183119.5,5934607.0,
70,310.9689310624503,0.5045313,,,,,,,,,,,535150.06,222211.47,1296366.1,869192.8,295481.38,819312.94,
410,311.16849783313376,8.830398,,,,34,,,,,,,886459.44,719420.06,1688608.9,1444498.2,676459.4,1185405.4,
151,311.16866127530267,6.6142716,,,,,,,,,,,1176398.0,1085670.6,1135375.1,1258032.4,907274.1,1150748.5,
158,311.16866249560337,6.731212,,,,,,,,,,,701093.7,460093.56,1119045.8,1025905.8,681563.6,1002933.3,
154,311.1686642102077,6.6711345,,,,,,,,,,,815645.3,791382.4,1531263.8,1547892.8,718009.4,1420470.9,
399,312.8360244771188,8.799794,,,,38,8,[2M-H+2Na]+,,2,399;389,133.93206,4534488.0,4491739.0,5082138.0,5254899.0,4394360.5,5084606.5,
462,312.8360825760335,9.07769,,,,,,,,,,,2216107.5,1930293.2,1973860.1,2110466.2,2097321.2,1905496.6,
6,314.8639564934549,0.3354406,,,,,,,,,,,32171.088,21707.95,483019.1,182362.88,44089.086,167842.7,
446,316.94752218724733,8.972344,,,,4,11,[M+Na]+,,2,438;446,293.95812,403151.66,606035.8,1116606.2,881396.1,530542.6,1061860.5,
259,316.94761984972007,7.875267,,,,2,,,,,,,131714.86,57923.05,843617.8,802113.7,70220.83,787739.3,
191,316.94763886603556,7.3681526,,,,19,,,,,,,432355.7,303668.28,863041.1,795290.06,541934.5,825371.25,
240,316.94766831853843,7.7725434,,,,24,,,,,,,183900.1,76941.68,738958.6,664526.9,168011.0,794491.0,
510,316.94768472263866,10.219729,,,,0,,,,,,,690938.25,553733.3,1887839.6,1921094.4,622746.25,1952850.8,
256,319.2309739402873,7.86394,,,,,,,,,,,0,3375.9805,43133.242,3959.6504,61257.684,718580.44,
333,319.2310256704577,8.24053,,,,,,,,,,,0,3579.2632,6874.9053,0,56905.332,560793.1,
415,319.2310395230986,8.877907,,,,,,,,,,,0,0,0,0,3204.002,625157.4,
220,319.23111135332874,7.785745,,,,,,,,,,,0,3293.6553,18842.71,3916.7942,304427.94,597724.94,
184,321.2044454956863,7.3716903,,,,,,,,,,,53502.45,188484.11,349076.25,236019.45,117173.266,258651.98,
359,321.2103112893401,8.563123,,,,,,,,,,,1606403.9,1051102.5,1500563.2,968151.6,920306.06,1331307.6,
409,325.1840903595992,8.824303,,,,34,,,,,,,768012.9,672009.94,1008023.3,1002488.44,652289.7,959085.25,
179,325.1841641843062,7.3232265,,,,,,,,,,,1299542.8,1169074.5,2225115.8,1082338.0,1350329.5,2035603.8,
212,325.18416910408536,7.4283824,,,,,,,,,,,567443.44,133568.83,1334047.5,1335688.6,727169.75,1226595.4,
175,325.18420651095806,7.21565,,,,,,,,,,,1674169.4,1529730.9,1230636.0,2131096.5,1392575.6,1216268.1,
262,327.2538904222873,7.873507,,,,2,5,[M+H]+,,2,263;262,326.24659,499468.38,699762.44,1198347.9,1001906.7,868904.1,1143418.1,
176,327.29029814862116,7.2518306,,,,,,,,,,,84212.336,69561.42,36921.676,49892.492,143336.55,97359.43,
298,327.29035023606957,8.019334,,,,,,,,,,,262461.97,265543.8,309998.97,332657.44,309308.47,336760.12,
10,333.0591631852559,0.3479011,,,,27,,,,,,,707391.7,615504.56,5055411.5,5442262.5,755745.1,5963231.5,
194,338.1948129478976,7.3760796,,,,,,,,,,,245606.47,454253.38,535679.75,473545.06,392211.7,378760.56,
270,339.1992122533413,7.8761477,,,,2,,,,,,,1281720.0,472576.94,123058.11,82406.58,342423.94,102556.41,
407,339.19958918662047,8.804984,,,,34,,,,,,,286929.9,93063.24,419975.0,493194.47,73664.35,478509.3,
335,339.19963350005884,8.29041,,,,,,,,,,,381660.75,117532.55,1249621.5,1006382.7,130481.11,1053037.4,
304,339.19964900703127,8.216841,,,,,,,,,,,668547.56,414076.0,2034314.2,1835327.2,373969.53,1847445.8,
295,341.2694944524057,8.006815,,,,,,,,,,,315764.3,317359.1,165080.03,296960.94,421479.6,324550.06,
263,349.23578811713395,7.873509,,,,2,5,[M+Na]+,,2,263;262,326.24659,572530.75,848625.44,884501.9,794263.9,789740.5,893270.44,
199,351.1480412961539,7.3716674,,,,19,,,,,,,365765.53,374224.97,1407829.5,1239322.5,681077.75,1324088.0,
197,353.14247242250053,7.3734417,,,,19,,,,,,,7740486.0,7762320.5,2.8063858E7,2.460958E7,1.4120478E7,2.637822E7,
451,353.1425057098341,8.982812,,,,4,,,,,,,120378.99,170714.45,455887.38,359581.53,247599.47,394887.47,
230,353.16366724914036,7.771685,,,,24,,,,,,,523317.97,521395.47,2011554.1,1861436.0,696534.44,1970406.6,
29,354.06234115742654,0.36536407,,,,27,,,,,,,499429.4,531943.9,3473774.8,2999927.2,668396.5,3167572.8,
453,355.1580873314277,8.9836855,,,,4,,,,,,,1930647.9,1995729.8,1894935.1,1779148.4,2009324.6,1759750.1,
465,355.15811839009,9.157904,,,,10,,,,,,,517897.1,549029.25,556430.5,633205.06,663926.8,590728.25,
231,355.1581447985734,7.772555,,,,24,,,,,,,1.0894434E7,1.0877466E7,3.9498668E7,3.6159264E7,1.4397835E7,3.854226E7,
480,355.1581871695524,9.614588,,,,11,,,,,,,455837.1,209303.75,255479.53,472203.28,438591.1,248014.81,
242,356.16037068971065,7.769922,,,,,,,,,,,2645047.2,2622633.0,1.0934939E7,1.0041797E7,3531792.5,1.0597945E7,
233,357.16249207770517,7.771666,,,,24,,,,,,,258372.84,253671.39,1032652.94,941152.75,351194.78,993018.9,
115,361.1505456603938,3.65448,,,,,,,,,,,429469.53,343887.12,822678.4,392541.62,504321.94,332334.75,
245,366.2259028154842,7.8900924,,,,,,,,,,,529562.06,560271.94,266620.78,251477.97,526280.9,247003.53,
358,368.97858233322137,8.561421,,,,,,,,,,,2401704.2,2170438.0,1083406.0,2329366.2,2286323.0,2007990.4,
210,369.1371541886406,7.4364457,,,,,,,,,,,455065.53,407327.25,1168180.9,1043773.0,583897.94,1080299.6,
297,369.1736100107157,8.004705,,,,,,,,,,,125556.836,161263.34,329958.6,286416.4,216647.81,307003.53,
244,371.1528066604653,7.811195,,,,,,,,,,,631380.6,605072.4,1391410.1,1379018.9,603182.44,1357279.2,
248,371.3165300915461,7.8673916,,,,,,,,,,,177213.25,259482.55,252159.28,239190.1,298772.6,286985.34,
193,372.11619612300115,7.371678,,,,19,,,,,,,279789.84,382768.6,522969.47,451424.2,662253.56,483819.8,
218,374.1319508523965,7.7681675,,,,,,,,,,,302162.94,294989.47,317084.4,281642.5,425392.4,315581.1,
36,377.0854297439135,0.37753817,,,,27,,,,,,,2290554.2,1980899.1,746524.9,818879.8,2470745.0,876774.56,
269,379.1793482955707,7.875263,,,,2,,,,,,,1368186.6,1338728.6,3692489.5,3606033.5,1738521.6,3783579.5,
274,380.1827699398182,7.8761406,,,,2,,,,,,,248828.23,238266.62,716866.25,676412.9,304616.2,725432.2,
452,381.1737147705183,8.982818,,,,4,,,,,,,553934.25,663301.2,834050.0,762476.4,763197.1,810110.25,
273,381.1737920381967,7.8761477,,,,2,,,,,,,2.7909014E7,2.754535E7,7.263932E7,7.0434344E7,3.500425E7,7.442185E7,
316,381.1949549060486,8.216077,,,,25,,,,,,,516194.0,552570.8,1632886.6,1503062.4,675479.7,1632880.6,
249,382.17614104949524,7.875267,,,,,,,,,,,7571572.0,7387124.0,2.202523E7,2.0419564E7,9609908.0,2.157363E7,
272,383.17753153170884,7.8760586,,,,2,,,,,,,959950.4,930731.1,2626973.2,2518106.8,1233924.2,2664641.0,
447,383.18940820875787,8.974957,,,,4,,,,,,,1621088.9,1745114.2,1608005.2,1527508.9,1713349.5,1560173.6,
467,383.1894302912553,9.160531,,,,10,,,,,,,340514.34,297996.34,348723.2,363823.3,405387.0,400549.3,
313,383.18945315783645,8.215203,,,,25,,,,,,,1.1321631E7,1.2126243E7,3.2476836E7,3.00756E7,1.4016864E7,3.317279E7,
192,384.9350764448282,7.36994,,,,19,,,,,,,129133.75,43146.344,427882.4,403357.38,238589.97,406755.16,
508,384.9352403279597,10.217918,,,,0,,,,,,,258616.03,120954.32,1057160.6,1081785.8,298048.4,1102557.4,
241,384.935338159937,7.771943,,,,24,,,,,,,16034.66,0,377597.2,327087.06,26652.63,386250.03,
40,385.01931731729513,0.38260996,,,,,,,,,,,36905.26,53412.305,1452306.5,951852.94,66648.38,901296.44,
311,385.1932429929247,8.21432,,,,25,,,,,,,340686.12,368074.4,1140056.2,1052919.0,464939.72,1166910.6,
515,387.1142357669555,10.2579975,,,,,,,,,,,41952.727,36339.38,0,10655.934,63896.535,3965.0945,
65,387.11438841726607,0.40964428,,,,27,,,,,,,6363437.5,6650859.5,2393162.2,3430875.2,7387412.5,3699916.0,
89,387.1145103578956,0.9022553,,,,,,,,,,,29132.785,40717.492,4002.8894,0,111778.305,0,
493,395.3892378813871,10.0123825,,,,35,,,,,,,306104.8,675261.8,627536.0,502104.6,482038.1,583497.7,
293,397.16842716360134,7.9468746,,,,,,,,,,,1418470.0,1414752.4,3305024.8,3193003.0,1477417.4,3277430.2,
305,399.1840949823459,8.209947,,,,25,,,,,,,760591.25,788487.25,1929165.2,1689519.4,779787.8,1799364.1,
254,400.14728407937963,7.875252,,,,2,,,,,,,504286.4,491719.88,322815.12,463691.1,621781.6,486467.47,
324,402.16314341695676,8.219567,,,,25,,,,,,,317233.4,332464.28,581188.1,690810.2,378226.22,719005.56,
69,404.04310836335776,0.5233584,,,,,,,,,,,138065.34,112107.44,401864.94,274153.28,207696.02,405383.38,
50,404.0432933120944,0.38784632,,,,27,,,,,,,1648917.8,1869192.9,1837225.1,1890997.4,2119222.0,2270471.2,
71,405.02849501784243,0.55584604,,,,20,,,,,,,724190.2,736650.5,807955.9,949453.4,782481.2,1004138.75,
334,409.2048936386638,8.271935,,,,,,,,,,,388579.12,378590.12,629367.06,614892.75,436791.1,635009.94,
471,411.3842656203611,9.344355,,,,,,,,,,,658306.44,697665.2,915720.25,811137.2,774816.6,826110.8,
280,417.2232692956377,7.8735127,,,,2,,,,,,,114282.75,66371.5,606197.6,493855.5,130201.78,602175.9,
204,421.12977773229187,7.374319,,,,19,,,,,,,71036.71,59318.69,687943.56,575269.3,177866.2,618204.0,
181,421.22636591794316,7.386617,,,,,,,,,,,323349.22,120287.69,188593.77,349987.56,487130.34,203174.16,
238,423.14528450077506,7.7725663,,,,24,,,,,,,51087.01,50436.094,701636.6,610450.5,80765.484,676266.44,
121,426.96772923461236,4.9800334,,,,13,,,,,,,9520291.0,6683212.0,1.4067742E7,1.1118694E7,8090922.5,1.2548922E7,
332,427.23368156909777,8.229152,,,,25,,,,,,,27046.719,34693.93,459326.8,475089.1,49134.723,517400.8,
414,427.233701214112,8.885061,,,,,,,,,,,595216.06,578668.25,4334679.5,4763145.5,262902.34,4827510.0,
463,427.2337533317218,9.091037,,,,,,,,,,,375805.8,339836.4,1472346.1,1492815.0,302513.5,1388974.2,
22,431.02627107630383,0.35488918,,,,27,,,,,,,23586.793,13334.619,773142.6,732911.06,47881.746,742632.56,
207,438.1198292637168,7.3795815,,,,19,,,,,,,322506.78,168023.2,971947.2,900318.1,496960.34,917648.2,
39,439.0754975631967,0.38007078,,,,27,,,,,,,9823918.0,9454163.0,6374450.0,7423815.0,1.1674398E7,7581656.0,
424,439.25193548292924,8.948798,,,,28,,,,,,,3456882.2,3941918.8,2661216.0,2623511.0,3998391.0,2745644.2,
243,440.13540977146636,7.7804737,,,,24,,,,,,,191644.55,89816.19,1302154.5,1241087.5,226625.84,1344435.6,
282,449.16095154547355,7.877892,,,,2,,,,,,,241134.34,213220.62,1385385.0,1339123.0,322612.12,1457810.8,
116,449.20294242390156,3.846182,,,,,,,,,,,1005776.6,795957.94,1348344.9,833547.25,1150047.0,684124.8,
124,450.26250861082696,5.6734204,,,,,,,,,,,159589.17,185924.98,67519.91,47963.566,250291.48,51488.184,
127,450.2625597338152,5.7742505,,,,,,,,,,,1033959.8,1306567.1,69777.09,55889.31,1698695.0,63590.492,
315,451.17664885158064,8.214324,,,,,,,,,,,22061.975,28020.254,275106.06,251194.53,38170.688,269132.7,
41,452.02905674206886,0.38003048,,,,27,,,,,,,37784.54,89979.125,1140607.1,871515.2,110526.17,892910.4,
135,452.27831117147826,6.158118,,,,,,,,,,,676845.75,941438.06,82779.28,59045.008,1285284.6,63510.99,
205,452.922576414447,7.373689,,,,,,,,,,,17809.115,0,307778.9,194633.16,37686.367,200083.83,
509,452.92263865875105,10.2314,,,,0,,,,,,,153882.45,108774.36,775885.44,812062.25,143153.03,822606.6,
490,452.9227868235018,9.915072,,,,,,,,,,,172066.48,68488.57,501193.22,281760.8,134923.2,242655.81,
237,452.92278744434316,7.7761836,,,,24,,,,,,,0,0,194788.69,187075.0,0,194525.17,
292,466.1510493891717,7.9060845,,,,29,,,,,,,315887.62,151316.39,2179617.0,2143656.0,200888.11,2204805.0,
472,467.2831883296426,9.3934765,,,,,,,,,,,372147.53,452257.5,368682.25,380503.6,577069.3,404538.16,
331,468.1667088315023,8.22829,,,,25,,,,,,,391993.25,374469.3,2795071.8,2442020.5,436095.88,2808658.8,
347,473.28229695287536,8.474361,,,,,,,,,,,591036.56,581799.44,502969.47,1184990.0,666246.94,1039627.25,
129,478.2932234229256,5.807188,,,,,,,,,,,34661.97,41519.3,0,0,63036.5,0,
142,478.2937928371173,6.2823462,,,,,,,,,,,239684.84,229155.92,261750.27,48826.35,333355.6,50700.543,
138,478.293825834747,6.2264237,,,,,,,,,,,339044.62,419991.88,297923.38,254580.6,580686.5,265953.34,
487,481.29892613732386,9.67439,,,,,,,,,,,417919.94,527726.25,456765.25,430845.34,690241.6,507836.16,
281,485.21045851818616,7.8752675,,,,2,,,,,,,30286.86,28108.307,444085.16,395356.47,60369.65,447977.4,
350,488.15024916516285,8.51848,,,,,,,,,,,116599.66,257889.16,147845.36,1370497.6,694410.8,569208.5,
391,489.2773683059295,8.788458,,,,,,,,,,,127565.0,249393.61,704603.25,436260.5,221061.92,385630.9,
366,489.2774219862377,8.652221,,,,,,,,,,,85083.86,194029.06,240227.25,107789.42,104202.93,122916.48,
122,494.9552233444371,4.9800344,,,,13,,,,,,,489215.72,344958.03,771930.44,602897.9,416572.88,696935.25,
435,495.25720927023553,8.965382,,,,4,,,,,,,3744617.0,3943503.2,6395924.0,5920688.5,3712565.8,6242625.5,
492,495.3148017254252,10.013268,,,,35,,,,,,,1664083.1,2084169.4,2467396.8,2102587.2,2466890.5,2194907.2,
141,496.26820999140386,6.3302617,,,,,,,,,,,366524.8,527526.5,98859.836,103032.74,653621.25,114774.79,
491,496.3173297366623,10.01239,,,,35,,,,,,,602491.1,765658.06,908394.25,768596.44,918601.25,800476.56,
512,520.9099212600667,10.23321,,,,,,,,,,,55773.254,3363.231,417558.75,452799.6,54620.375,553720.9,
428,523.3457228934634,8.956678,,,,28,,,,,,,302536.8,323539.2,1000947.2,808001.2,303232.78,622955.94,
125,538.3145627128922,5.71159,,,,,,,,,,,111436.836,106778.11,0,0,155325.31,0,
128,538.314707042752,5.8090324,,,,,,,,,,,1558220.1,1763374.1,0,0,2403101.0,0,
136,540.3305655966456,6.200006,,,,,,,,,,,680977.75,852894.0,0,0,1231602.5,0,
275,563.5043159213446,7.8761516,,,,2,,,,,,,77180.5,137713.31,321396.8,231458.62,63600.527,312250.28,
139,566.3460935027875,6.2979355,,,,,,,,,,,126956.86,191177.75,0,0,199157.3,0,
143,566.3462748004841,6.3655543,,,,,,,,,,,352386.88,415101.53,0,0,604274.56,0,
160,568.3617294142363,6.7923484,,,,,,,,,,,236708.12,316937.6,0,0,449057.28,0,
145,571.288954022471,6.4828076,,,,,,,,,,,2571779.8,4101294.8,0,0,4343915.0,0,
148,571.2892060248429,6.524818,,,,32,,,,,,,2983134.2,3823692.5,793612.4,904295.8,5046174.0,1052554.6,
146,572.2925138594477,6.525762,,,,,,,,,,,823981.75,1118521.2,142160.52,170834.39,1345098.2,196787.66,
200,590.3644198102579,7.36991,,,,19,,,,,,,167239.03,311950.03,462320.3,385792.44,363575.94,410310.06,
234,599.319890015243,7.7422004,,,,,,,,,,,5112609.5,3629096.8,0,0,6503144.5,0,
299,599.3203438190112,8.01324,,,,,,,,,,,329366.25,183563.56,390488.6,557483.4,683063.1,611897.94,
518,599.3204738531981,10.308488,,,,,,,,,,,368661.7,261274.4,1063285.5,1086160.2,730895.25,1259401.1,
215,599.3205258370548,7.642971,,,,,,,,,,,1534255.2,7349029.0,45742.996,36653.633,3599537.0,12895.4375,
276,646.4271704469421,7.8717594,,,,,,,,,,,247461.4,375075.78,361945.44,338354.88,345588.3,389267.38,
167,654.1322939990885,6.9584546,,,,,,,,,,,147521.16,160294.66,211918.73,255446.12,163004.19,237351.8,
149,654.1323046927273,6.562559,,,,32,,,,,,,278771.34,291149.53,351954.7,394565.16,282143.53,391032.94,
159,654.1323569160371,6.778585,,,,,,,,,,,620227.75,634668.7,868030.6,948187.9,432284.94,916515.94,
300,686.476480306225,8.073173,,,,,,,,,,,6231871.5,5991852.0,0,0,6387352.5,0,
468,693.4407847723907,9.161397,,,,10,,,,,,,798485.44,729982.6,1178418.6,1461694.6,983945.1,1466927.2,
343,698.911120290717,8.449872,,,,,,,,,,,1031027.8,1058822.6,977337.8,1025711.0,1048321.5,952850.25,
301,713.1307047213608,8.136041,,,,,,,,,,,282579.0,319451.66,20362.541,23892.045,383571.4,21824.746,
172,716.523662774488,7.1782727,,,,,,,,,,,896706.7,4589200.5,0,0,916881.6,0,
519,716.5242020841241,10.354859,,,,,,,,,,,467718.56,1658906.0,487728.62,298438.88,88882.35,516480.3,
169,718.1448788861225,7.0251484,,,,,,,,,,,317905.6,308183.7,446542.03,488503.66,311877.2,463638.22,
163,718.1449433838011,6.862814,,,,,,,,,,,713131.25,744749.8,925504.5,1043433.44,704655.2,1007725.9,
153,718.1449446004341,6.6625953,,,,,,,,,,,227011.0,233905.67,287828.6,335500.06,228413.95,323824.22,
217,776.5443999402744,7.721317,,,,,,,,,,,3802109.2,1087870.0,0,3369.7913,3525186.0,0,
211,776.5446676397131,7.47364,,,,,,,,,,,0,6193537.0,0,0,0,0,
178,782.157398454689,7.304462,,,,,,,,,,,11015.267,12915.676,34889.473,47919.246,4060.8032,43359.98,
170,782.1574493148104,7.085001,,,,,,,,,,,424851.94,362124.03,522495.7,569648.3,162809.64,540491.56,
165,782.157501194,6.9339623,,,,,,,,,,,597971.94,609135.56,763492.9,874427.94,596676.3,833843.1,
157,782.1575012154896,6.7552376,,,,,,,,,,,163231.73,179036.19,197190.48,222726.42,154947.66,220702.92,
296,802.5607886909064,8.033584,,,,,,,,,,,3759899.8,8722465.0,0,52025.4,3502655.8,0,
523,802.5613851682832,10.350515,,,,,,,,,,,767691.0,553316.8,81924.945,96894.516,787739.7,62407.383,
514,805.4872676488001,10.272339,,,,,,,,,,,34654.2,967987.56,0,0,0,0,
252,807.5036531891477,7.872643,,,,,,,,,,,552135.56,467347.66,54196.28,92358.805,303731.5,33524.92,
513,807.5037088986209,10.261846,,,,18,,,,,,,3060341.0,2470192.8,127820.64,397334.03,2745523.8,304603.56,
264,835.5349730041917,7.872644,,,,,,,,,,,947686.25,969922.1,362230.16,1207926.5,750627.44,794264.75,
517,835.5353250798821,10.272536,,,,18,,,,,,,5936423.0,6046623.0,3830914.5,5521989.5,6422452.5,4774478.5,
171,846.1697785666937,7.143063,,,,,,,,,,,364007.06,328767.72,459274.84,511073.56,358792.38,476029.22,
162,846.1698264313133,6.833368,,,,26,,,,,,,52678.277,104308.84,131231.05,131716.23,95523.12,139503.3,
168,846.1698403959557,6.9955597,,,,,,,,,,,436650.22,471239.53,586957.94,690194.4,441917.84,636983.75,
516,863.5659873307881,10.258891,,,,18,,,,,,,2743710.0,2728914.2,2018060.6,0,2383250.5,0,
